"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G","cand_H"
"40309",9,2,4,6,8,6,6,2
"40311",8,3,4,0,2,0,0,0
"40313",2,10,7,7,1,3,5,3
"40314",6,5,4,3,0,2,2,1
"40316",10,6,3,3,0,0,3,0
"40317",8,3,0,3,7,5,0,0
"40318",0,0,0,0,0,0,0,0
"40320",8,6,5,3,2,7,7,2
"40321",9,2,0,1,1,3,2,1
"40322",10,7,5,5,5,5,5,5
"40326",9,3,3,3,4,3,3,3
"40327",6,7,2,8,5,5,0,0
"40328",8,5,5,5,5,5,5,5
"40330",10,0,5,5,3,5,5,5
"40331",7,6,5,3,2,1,3,0
"40332",2,7,5,5,5,5,1,6
"40333",2,10,5,10,5,5,5,5
"40334",9,2,5,5,2,0,8,0
"40336",3,10,5,5,5,5,5,5
"40338",5,10,5,10,1,1,1,1
"40339",1,10,4,8,6,6,0,2
"40340",5,7,3,8,7,5,5,3
"40342",9,5,6,6,1,1,1,1
"40344",0,10,8,9,1,7,2,7
"40346",0,9,5,9,5,6,0,5
"40349",10,8,5,5,3,5,3,3
"40350",8,2,2,0,2,2,5,0
"40352",6,10,5,10,5,1,10,5
"40353",4,6,0,2,0,0,1,0
"40356",5,10,0,5,0,0,0,0
"40357",2,5,7,5,5,8,2,6
"40358",0,9,9,9,7,5,5,5
"40360",10,3,7,1,0,0,4,0
"40361",0,10,5,10,1,5,5,5
"40362",10,1,1,4,0,1,1,1
"40365",0,10,10,8,10,10,0,0
"40366",10,0,5,0,0,0,9,0
"40368",5,7,9,6,3,5,1,4
"40370",9,5,1,5,1,1,1,1
"40372",9,5,5,0,7,7,7,0
"40373",7,10,10,2,2,2,2,2
"40374",8,5,5,2,0,7,0,0
"40376",9,3,5,5,0,7,5,2
"40377",6,6,6,2,5,1,1,1
"40378",10,2,2,2,2,0,2,0
"40379",4,9,0,4,0,0,0,0
"40381",3,8,6,4,4,3,5,0
"40386",1,3,3,2,5,3,3,3
"40387",6,2,6,5,5,0,5,0
"40388",6,4,5,3,5,3,4,2
"40390",0,10,5,5,5,5,0,5
"40391",8,2,0,0,6,0,2,0
"40394",7,3,2,2,2,2,2,2
"40397",8,2,2,2,2,2,2,2
"40398",2,8,0,0,5,5,0,5
"40399",10,1,9,6,1,0,5,0
"40400",8,4,5,1,0,5,1,2
"40402",9,2,1,1,2,7,4,1
"40403",7,3,5,0,0,4,4,0
"40404",3,9,5,9,6,6,2,6
"40405",7,5,7,1,2,2,5,3
"40406",7,6,0,3,0,0,1,0
"40407",10,3,5,0,0,3,3,0
"40408",6,8,9,5,1,5,1,5
"40409",7,9,8,2,0,0,0,0
"40410",3,8,4,9,7,8,0,7
"40411",0,10,7,7,5,0,0,0
"40412",7,3,6,1,5,5,6,3
"40413",8,5,4,4,5,4,4,2
"40414",0,3,10,0,0,0,5,0
"40415",9,3,2,3,2,4,5,2
"40416",10,1,8,6,2,5,7,4
"40417",8,3,1,6,0,1,1,1
"40420",2,9,2,10,8,9,0,6
"40421",8,3,1,3,4,2,5,1
"40422",10,0,0,5,7,7,6,7
"40423",3,8,8,8,0,0,3,0
"40424",7,7,5,6,6,0,4,0
"40425",6,6,1,5,4,5,3,5
"40426",4,7,3,6,5,2,2,2
"40427",6,5,5,5,5,6,6,5
"40428",8,1,0,1,2,2,2,0
"40432",5,10,5,10,0,6,0,6
"40434",8,9,0,8,5,0,5,0
"40436",6,5,5,3,9,1,3,1
"40437",10,5,5,5,7,5,5,5
"40439",10,5,1,1,1,1,1,1
"40440",10,4,0,6,0,0,1,0
"40441",10,4,3,3,0,7,3,0
"40442",10,4,0,0,0,0,0,0
"40446",6,4,0,2,1,5,0,0
"40448",9,4,2,4,6,4,2,2
"40449",5,5,5,5,5,5,5,5
"40450",8,4,0,1,2,3,6,0
"40451",10,0,5,0,0,0,0,0
"40452",10,8,5,7,0,1,1,1
"40453",4,5,3,6,2,5,5,4
"40454",9,3,1,6,3,3,5,1
"40455",9,6,5,5,5,5,5,5
"40456",5,6,2,1,0,2,2,1
"40458",10,3,4,0,0,0,5,0
"40463",6,6,6,3,10,3,0,0
"40464",5,10,5,5,0,5,0,0
"40465",8,3,8,5,0,5,5,5
"40466",6,3,7,0,0,2,0,0
"40467",6,0,6,0,1,1,5,0
"40468",4,9,5,10,3,5,1,5
"40469",3,8,6,6,3,3,3,3
"40470",5,10,5,0,0,0,0,0
"40471",9,5,0,4,1,5,0,3
"40472",7,4,2,0,3,5,5,0
"40473",8,4,3,2,2,3,3,2
"40474",8,6,5,5,3,5,5,5
"40475",2,10,5,10,5,5,0,0
"40476",5,10,7,5,5,5,5,5
"40477",9,5,4,6,3,9,3,5
"40478",5,8,4,5,1,5,5,5
"40479",1,8,10,0,5,5,5,5
"40480",5,5,6,2,0,1,2,0
"40481",5,5,6,2,5,2,1,0
"40482",8,5,0,3,3,5,0,5
"40483",8,3,2,0,0,3,9,3
"40486",10,0,0,5,5,5,5,5
"40487",2,7,1,9,9,6,0,1
"40488",0,9,5,5,0,0,4,0
"40489",9,7,7,3,0,0,1,0
"40490",10,2,0,3,1,9,2,2
"40491",8,2,4,1,1,5,8,5
"40492",10,5,4,3,8,8,4,4
"40495",10,8,6,5,4,6,5,5
"40497",9,2,1,6,0,0,0,0
"40498",2,10,5,7,1,5,1,1
"40499",9,4,9,3,3,5,5,5
"40502",1,5,9,2,0,0,7,0
"40503",1,8,7,10,5,7,0,10
"40504",7,6,6,3,8,3,6,1
"40505",10,0,0,0,0,0,0,0
"40506",8,7,4,6,6,6,6,4
"40507",10,3,0,5,6,5,3,0
"40508",2,7,4,2,0,5,2,5
"40509",9,2,4,6,0,0,8,0
"40515",0,9,3,6,5,7,0,6
"40516",9,2,0,2,0,5,5,3
"40519",10,3,3,3,0,0,3,0
"40520",0,7,5,0,5,5,1,5
"40521",5,7,7,6,1,1,1,1
"40522",2,8,5,6,5,5,5,5
"40525",8,4,6,4,1,4,4,4
"40526",8,8,5,2,1,1,2,1
"40527",8,6,6,5,9,9,9,9
"40529",10,6,8,2,1,5,5,5
"40530",8,6,0,0,0,0,0,0
"40531",5,7,3,3,0,2,0,0
"40533",5,7,4,5,1,1,1,1
"40534",8,3,9,0,0,0,6,0
"40535",5,8,1,1,0,1,1,1
"40538",2,5,0,5,0,0,0,0
"40539",8,9,7,8,1,5,5,5
"40540",8,6,6,5,9,0,1,0
"40541",6,9,5,8,5,5,0,2
"40542",3,9,9,5,0,0,0,0
"40543",2,8,3,8,3,9,0,4
"40544",10,5,5,4,3,3,4,3
"40545",6,10,9,9,5,5,4,5
"40547",4,7,5,6,8,2,2,2
"40548",8,5,0,5,0,5,0,5
"40549",2,2,8,0,0,0,0,0
"40551",10,0,5,5,5,5,5,5
"40552",7,5,5,5,5,5,5,5
"40554",3,10,9,1,0,5,2,2
"40555",4,8,7,7,5,5,0,2
"40558",10,0,5,0,0,5,5,0
"40559",9,2,2,0,0,0,1,0
"40560",5,6,6,4,0,0,0,0
"40562",5,9,3,6,0,5,1,4
"40563",9,2,5,2,0,2,8,0
"40564",9,2,0,0,0,0,0,0
"40565",9,5,3,3,7,1,3,1
"40566",8,3,2,4,5,5,5,2
"40568",6,5,9,1,0,5,1,5
"40570",8,3,7,0,6,5,6,0
"40574",9,5,3,5,7,5,3,5
"40575",0,10,5,5,1,1,0,1
"40576",4,8,7,6,0,5,5,5
"40577",5,8,4,8,5,5,5,5
"40579",10,6,0,5,0,0,0,0
"40580",3,6,5,6,0,0,0,0
"40581",4,8,3,4,1,5,1,1
"40584",1,7,3,9,6,6,0,5
"40585",4,8,5,7,6,5,0,1
"40586",8,1,4,1,0,0,0,0
"40588",6,4,2,3,2,4,5,3
"40591",10,5,0,5,0,0,0,0
"40592",9,2,5,2,5,5,5,0
"40593",2,9,4,4,3,2,2,2
"40594",8,5,2,4,8,8,7,0
"40595",3,10,3,5,1,2,2,2
"40596",2,7,6,6,0,5,2,2
"40597",7,5,6,6,5,5,5,5
"40598",8,2,3,0,2,2,3,2
"40599",1,8,6,8,3,5,1,3
"40600",8,6,5,6,6,7,5,4
"40601",3,5,6,5,4,3,1,5
"40602",2,7,4,5,4,5,1,1
"40603",9,5,3,5,5,3,3,9
"40606",0,8,6,9,6,5,0,5
"40607",1,10,10,1,1,1,1,1
"40608",9,4,7,3,1,3,5,1
"40609",7,3,2,1,5,6,5,1
"40612",8,4,1,0,7,5,5,3
"40613",8,6,1,5,3,5,9,0
"40614",5,6,6,6,7,5,5,5
"40616",7,3,5,4,0,5,5,5
"40618",9,5,7,5,5,5,5,5
"40619",7,4,5,5,0,5,5,5
"40620",2,8,7,7,0,2,1,1
"40621",10,5,5,3,10,5,5,10
"40622",8,3,0,3,0,0,0,0
"40625",8,4,4,5,3,5,4,3
"40626",5,8,5,9,1,5,1,5
"40628",9,7,3,2,3,3,3,0
"40629",6,5,7,4,2,2,2,2
"40630",6,7,6,4,1,3,3,3
"40632",9,3,3,7,7,5,6,5
"40634",4,4,0,5,10,10,2,7
"40635",9,6,3,2,1,5,6,5
"40640",5,6,4,5,10,3,3,2
"40641",5,10,0,9,0,3,0,0
"40643",5,9,7,5,4,2,2,2
"40644",1,10,1,7,5,7,1,6
"40648",0,10,2,2,5,5,3,2
"40651",10,7,3,4,3,4,3,1
"40652",7,6,4,7,4,7,0,3
"40653",8,4,3,1,1,1,1,1
"40654",5,6,4,6,1,3,3,1
"40656",5,5,5,5,5,5,5,5
"40657",8,5,4,4,4,7,5,1
"40658",3,8,6,6,7,0,0,0
"40659",5,5,0,0,0,0,0,0
"40660",10,7,3,3,1,1,3,1
"40661",0,10,5,5,5,5,5,5
"40665",4,8,5,7,6,5,2,4
"40667",3,7,5,2,2,6,5,2
"40669",10,4,2,8,10,5,5,0
"40671",10,2,2,2,2,2,2,2
"40673",5,8,8,7,1,1,2,1
"40674",10,6,5,5,3,5,5,4
"40675",7,9,0,10,6,3,0,0
"40676",5,8,0,9,4,5,0,4
"40678",10,4,0,3,1,6,6,2
"40679",2,8,5,0,0,5,5,5
"40680",7,4,1,1,0,1,1,0
"40681",7,4,2,5,10,4,2,4
"40682",4,9,3,7,6,5,2,2
"40684",5,5,2,4,3,5,3,5
"40688",3,9,7,1,1,4,7,2
"40689",3,7,0,6,5,5,0,1
"40691",9,5,5,5,3,4,4,3
"40692",6,9,1,7,5,5,1,4
"40693",8,7,7,7,8,1,6,1
"40694",8,5,0,5,0,0,0,0
"40697",3,9,8,8,6,4,0,2
"40698",9,6,8,4,1,1,3,1
"40701",7,2,5,5,5,4,5,4
"40703",5,8,6,5,4,5,3,2
"40704",9,2,5,2,4,3,5,3
"40705",1,7,2,10,2,7,0,3
"40706",6,1,5,0,2,2,1,2
"40707",2,9,5,5,9,1,4,1
"40708",8,8,6,6,0,6,0,0
"40709",2,5,3,7,1,5,0,3
"40710",0,10,0,1,0,0,0,0
"40713",0,10,9,9,0,7,0,7
"40714",6,7,4,5,5,5,5,5
"40715",9,1,5,5,1,3,3,3
"40716",5,6,1,7,4,5,3,5
"40717",5,10,5,5,5,5,5,5
"40719",4,8,2,10,0,6,0,2
"40720",10,0,0,5,0,2,2,1
"40724",0,7,1,8,6,3,0,0
"40725",0,0,5,5,5,0,5,0
"40726",3,8,8,6,8,1,5,1
"40727",7,7,0,5,6,4,2,2
"40728",8,9,5,6,6,5,5,5
"40729",2,9,2,10,7,7,0,5
"40733",5,5,5,4,4,4,5,0
"40734",4,10,4,4,4,4,4,4
"40735",5,10,0,0,0,0,0,0
"40736",8,3,1,2,0,4,6,0
"40737",5,5,0,7,2,5,2,2
"40738",7,3,2,1,0,7,3,0
"40740",8,8,5,8,5,5,5,5
"40741",7,5,5,5,5,5,5,5
"40742",0,10,5,10,5,7,0,5
"40743",4,8,5,7,5,5,3,5
"40744",0,10,8,5,0,0,0,0
"40745",6,6,5,5,3,3,5,3
"40747",6,7,6,8,10,3,8,3
"40749",7,6,5,7,5,7,5,5
"40750",8,4,7,5,4,1,8,1
"40751",6,3,1,5,1,6,4,1
"40752",8,7,2,9,2,2,5,2
"40753",2,8,5,9,5,5,2,2
"40755",1,8,2,9,4,5,0,4
"40756",8,7,7,6,1,2,5,1
"40757",0,8,3,10,5,10,0,10
"40759",5,8,4,9,3,3,4,3
"40761",10,0,8,5,0,0,4,0
"40764",1,5,10,5,5,1,5,5
"40765",0,9,1,10,5,5,0,5
"40766",8,9,0,9,8,6,6,1
"40767",8,7,5,4,5,5,5,5
"40768",8,4,3,0,0,0,1,0
"40770",7,4,3,2,5,4,2,1
"40773",6,5,6,5,5,4,6,3
"40774",4,7,5,6,5,5,4,4
"40775",2,7,5,10,9,7,2,3
"40777",10,10,6,4,5,5,5,5
"40778",9,6,5,7,7,5,5,5
"40779",10,2,0,5,5,5,5,5
"40780",7,6,8,5,4,5,5,3
"40781",8,2,5,0,3,5,1,4
"40783",0,6,1,7,8,5,0,5
"40784",10,6,3,6,2,5,5,5
"40785",9,8,0,7,6,8,1,5
"40786",2,8,4,10,5,7,0,7
"40787",5,5,5,5,10,5,5,5
"40790",2,9,5,5,5,5,5,5
"40791",2,10,4,10,7,8,0,3
"40792",7,8,0,7,2,7,0,0
"40793",9,6,5,4,8,5,5,5
"40795",8,4,4,2,9,3,5,0
"40798",9,5,6,5,5,5,5,5
"40799",2,7,1,10,6,9,1,5
"40801",0,10,4,5,3,5,3,3
"40803",10,2,0,8,0,0,2,0
"40804",3,7,5,7,6,5,3,5
"40805",9,2,0,3,0,5,8,5
"40806",5,5,5,5,5,5,5,5
"40807",7,1,1,1,2,5,4,0
"40810",3,7,5,10,4,8,2,3
"40811",5,6,2,9,5,8,3,5
"40812",7,6,3,5,9,5,0,2
"40813",3,7,6,10,7,6,5,6
"40814",10,0,0,0,0,0,10,0
"40815",0,0,0,0,0,0,0,0
"40816",2,4,8,0,10,0,0,0
"40818",4,7,2,5,2,2,1,2
"40820",8,5,1,1,1,1,1,1
"40821",8,8,5,10,9,7,0,6
"40822",7,5,6,3,10,3,4,1
"40824",10,8,8,8,8,8,8,8
"40825",4,9,6,8,7,6,0,6
"40829",8,4,1,1,3,5,5,3
"40831",4,7,4,9,6,5,0,2
"40832",3,9,3,6,0,5,2,5
"40833",7,8,2,6,3,2,4,2
"40834",4,6,5,5,7,5,1,5
"40836",10,3,3,5,3,5,5,5
"40837",7,5,1,7,5,1,10,1
"40839",3,10,5,1,5,5,1,1
"40840",2,8,3,8,4,5,1,2
"40841",5,5,2,5,5,5,2,4
"40842",2,7,8,2,4,0,1,0
"40843",3,10,3,8,4,7,3,5
"40846",8,8,2,6,0,7,3,3
"40848",2,8,5,7,7,6,0,5
"40849",1,7,2,9,6,6,1,9
"40850",5,8,1,10,8,3,1,3
"40853",9,6,6,5,1,4,8,3
"40854",5,5,5,5,5,5,5,5
"40857",5,10,4,3,0,3,2,1
"40858",2,8,0,8,6,5,0,2
"40859",9,8,3,3,3,3,3,3
"40860",7,3,0,3,4,5,5,0
"40861",3,6,3,9,9,8,0,5
"40862",0,7,0,8,9,7,0,2
"40863",4,9,8,4,4,2,2,2
"40867",7,8,5,2,0,1,3,0
"40868",2,7,3,8,4,7,6,8
"40869",4,8,5,9,7,5,3,5
"40870",0,1,7,3,9,0,8,4
"40875",6,10,10,6,6,4,0,4
"40876",5,7,5,5,5,3,3,2
"40877",5,10,2,8,2,8,2,5
"40878",6,8,4,7,2,3,3,3
"40880",1,6,4,10,6,5,0,5
"40883",0,7,3,8,10,7,3,5
"40885",9,9,5,8,5,5,5,5
"40886",9,6,4,2,6,8,4,1
"40888",2,9,1,10,2,7,0,7
"40889",2,8,7,7,5,5,6,5
"40890",6,5,2,6,1,3,2,3
"40891",0,6,0,10,4,5,0,5
"40892",4,8,5,4,5,5,0,3
"40893",9,3,2,4,5,6,3,3
"40894",7,8,2,7,5,5,7,5
"40895",7,3,0,8,7,4,0,0
"40897",10,1,1,5,0,3,6,3
"40900",10,1,1,5,1,1,5,1
"40902",7,7,5,7,5,7,5,5
"40903",6,6,2,0,6,5,2,0
"40904",4,8,5,8,6,6,2,2
"40906",9,2,2,3,6,7,4,5
"40907",9,9,7,6,0,5,4,4
"40908",10,0,0,0,0,0,0,0
"40909",6,9,4,6,0,3,3,3
"40910",6,3,6,3,2,0,6,0
"40911",0,10,0,10,10,8,0,7
"40912",8,6,6,0,6,7,4,1
"40914",4,10,5,4,5,3,5,5
"40915",3,8,8,5,1,1,0,1
"40916",8,6,5,7,4,3,5,3
"40918",2,7,5,10,9,6,0,8
"40920",5,5,5,5,5,1,5,1
"40922",4,10,3,7,1,7,2,6
"40923",7,6,5,6,5,5,5,1
"40926",6,6,6,6,9,5,5,5
"40927",2,7,3,10,6,7,0,7
"40930",1,8,2,6,9,5,5,5
"40931",5,9,6,6,5,5,4,5
"40933",6,5,5,5,5,5,5,5
"40934",9,7,7,8,7,3,6,3
"40936",1,6,3,7,3,4,2,2
"40937",4,9,5,10,5,6,4,6
"40938",8,5,5,5,5,5,5,5
"40941",9,3,4,8,2,2,2,2
"40944",8,10,6,5,2,1,1,1
"40946",8,5,4,4,4,0,5,0
"40947",8,7,1,6,5,5,0,5
"40948",6,8,2,2,0,0,2,0
"40949",6,6,5,6,5,5,3,5
"40954",7,7,7,7,5,7,7,5
"40955",5,3,5,5,5,10,3,10
"40956",6,10,6,10,8,10,5,8
"40958",0,8,7,5,5,5,0,5
"40959",5,8,3,7,7,8,0,6
"40960",2,8,2,5,5,2,0,0
"40961",4,7,4,8,9,6,0,5
"40963",8,8,5,5,5,5,5,5
"40967",0,7,5,7,6,8,0,8
"40969",7,6,6,3,6,6,1,6
"40974",3,10,7,7,5,5,0,5
"40975",8,6,1,6,9,9,1,9
"40976",7,9,8,9,5,9,5,5
"40977",3,9,4,2,5,10,2,5
"40979",4,7,5,6,6,6,6,6
"40980",1,10,6,2,1,1,0,1
"40981",5,10,5,9,5,10,6,9
"40983",8,5,2,1,0,3,1,0
"40984",5,10,7,8,2,3,2,2
"40986",4,8,5,5,3,5,5,3
"40987",0,1,1,0,1,1,0,0
"40988",5,9,5,6,6,6,5,5
"40989",3,7,1,8,10,8,1,8
"40990",3,7,3,8,8,9,0,9
"40991",6,7,5,6,5,6,4,6
"40992",3,6,0,5,4,7,0,0
"40993",4,10,9,8,1,8,4,1
"40995",4,8,8,8,5,5,0,5
"40996",5,6,10,10,0,8,5,10
"40997",8,8,5,8,8,8,8,5
"40999",4,10,8,8,6,8,4,4
"41000",9,5,10,1,5,5,5,5
"41002",2,2,2,2,2,2,2,2
"41003",0,9,10,4,0,9,3,4
"41005",0,10,0,5,7,0,3,0
"41007",5,10,5,5,5,5,5,10
"41008",0,8,3,8,5,1,0,0
"41009",0,8,8,8,8,8,8,8
"41010",5,3,3,5,6,10,3,2
"41011",0,10,5,10,5,5,5,5
"41012",5,5,3,6,3,6,3,6
"41013",3,9,6,8,10,8,2,10
"41014",7,10,7,7,8,10,5,7
"41015",0,10,0,10,0,5,0,2
"41018",5,8,5,5,5,5,5,5
"41019",5,7,0,5,5,2,0,1
"41021",2,8,4,4,4,3,3,3
"41023",6,8,4,4,0,5,1,4
"41025",7,5,5,5,5,6,5,6
"41026",5,5,5,5,5,5,5,5
"41027",10,0,0,0,0,10,0,0
"41029",1,10,10,10,7,8,8,9
"41030",8,3,1,1,0,5,2,4
"41032",0,10,10,5,8,9,0,10
"41035",0,10,0,9,10,10,0,9
"41036",0,10,6,9,5,9,0,7
"41037",7,5,7,1,3,5,5,5
"41038",1,5,6,5,10,10,1,5
"41039",0,10,5,9,0,8,0,7
"41040",5,5,5,5,5,5,5,5
"41041",8,2,4,8,4,8,0,8
"41043",0,10,1,4,10,10,1,10
"41045",0,10,10,10,5,0,0,5
"41046",1,9,8,5,5,6,5,6
"41047",1,9,5,8,8,10,5,9
"41048",2,6,10,6,0,4,0,0
"41049",0,10,8,8,6,5,5,5
"41051",6,4,5,5,5,8,5,5
"41052",5,5,5,5,5,10,5,5
"41054",0,10,6,6,0,6,0,6
"41056",4,7,6,7,5,6,4,5
"41057",0,9,5,10,6,6,0,6
"41058",0,10,0,5,0,5,5,0
"41060",5,6,6,6,5,6,6,5
"41061",2,10,10,10,10,8,1,3
"41064",5,5,5,5,5,5,0,5
