"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G"
"24030",4,10,5,1,6,6,5
"24032",8,6,0,6,0,0,7
"24034",10,8,0,6,2,5,6
"24035",5,2,0,4,0,3,4
"24037",0,0,2,0,10,1,1
"24038",2,2,7,3,8,8,7
"24039",3,3,10,2,7,3,1
"24040",7,4,0,5,3,5,5
"24041",10,5,2,1,1,1,1
"24042",5,4,0,0,0,0,0
"24043",6,8,4,5,2,6,5
"24045",3,7,0,2,5,0,0
"24047",8,8,0,5,2,8,8
"24048",4,8,0,0,0,7,7
"24049",6,3,1,5,4,2,7
"24050",7,7,7,5,8,6,3
"24052",10,0,0,5,0,0,0
"24053",10,10,1,10,5,2,5
"24054",0,6,6,0,5,7,6
"24055",4,7,5,3,3,4,3
"24056",3,3,7,3,6,6,5
"24057",4,8,8,4,4,5,6
"24058",10,9,0,7,0,0,1
"24059",10,5,0,5,0,5,5
"24060",5,10,5,3,5,3,5
"24061",2,8,6,6,4,4,4
"24062",10,10,0,10,0,0,0
"24063",7,5,2,7,2,6,6
"24064",0,10,5,0,8,3,8
"24067",5,10,0,5,5,5,10
"24068",5,8,4,3,6,4,5
"24070",2,5,7,2,5,6,6
"24071",5,5,5,5,5,5,5
"24072",7,5,2,8,3,5,7
"24073",3,3,8,2,6,4,5
"24075",6,8,2,5,3,4,7
"24076",4,8,3,5,2,4,5
"24077",10,10,3,10,2,2,8
"24078",1,1,5,1,1,1,1
"24079",2,1,3,2,7,8,2
"24080",2,1,5,6,3,9,6
"24081",1,7,5,1,1,1,1
"24082",4,4,0,2,1,1,0
"24083",10,5,0,8,0,0,5
"24084",8,7,0,7,1,4,5
"24085",10,2,1,1,2,2,2
"24086",9,8,0,4,0,0,7
"24088",3,10,0,0,1,1,2
"24089",5,2,0,8,4,8,9
"24090",5,6,4,4,4,6,4
"24091",5,8,0,6,6,5,6
"24094",8,9,5,5,6,2,4
"24096",6,4,0,3,0,0,0
"24097",2,5,8,1,5,8,6
"24099",2,8,2,1,0,1,4
"24100",8,6,1,5,2,2,7
"24101",7,9,0,0,0,8,1
"24103",6,8,2,4,0,0,1
"24104",7,3,2,4,2,6,5
"24106",7,6,0,6,2,6,8
"24107",5,7,0,4,3,1,0
"24108",10,8,0,4,0,0,0
"24109",1,1,5,1,5,5,5
"24110",7,5,1,6,2,7,4
"24111",10,6,0,4,3,4,10
"24113",7,6,0,3,2,2,3
"24115",8,5,1,5,2,4,4
"24116",4,5,0,2,0,7,7
"24117",2,2,0,5,5,5,8
"24118",0,5,8,3,6,4,2
"24119",2,3,9,4,7,7,7
"24120",9,7,0,6,0,5,5
"24121",0,2,4,0,7,1,3
"24122",5,7,3,5,7,3,3
"24123",7,7,0,3,0,2,2
"24124",10,7,2,5,3,5,6
"24126",7,3,0,8,4,6,8
"24127",2,2,2,1,2,2,3
"24128",5,5,6,7,4,9,4
"24129",0,0,0,0,3,0,3
"24131",0,0,5,0,10,5,0
"24132",7,7,9,5,8,0,0
"24133",7,8,1,7,1,6,6
"24134",7,8,4,6,8,8,7
"24135",8,7,5,8,1,5,6
"24136",4,5,7,2,2,3,5
"24137",7,0,0,7,0,8,6
"24139",0,8,1,1,8,9,1
"24140",3,8,5,3,7,7,4
"24141",5,1,0,0,0,0,1
"24142",6,2,0,2,0,0,0
"24143",5,10,0,5,0,5,6
"24146",7,6,0,4,8,5,0
"24147",8,6,4,4,4,4,5
"24148",6,8,0,7,0,5,5
"24149",0,0,5,0,10,1,0
"24150",0,0,10,0,0,0,0
"24151",4,6,0,4,5,7,10
"24152",1,10,0,3,1,1,7
"24153",0,10,7,0,10,10,10
"24155",7,4,0,8,5,8,5
"24157",7,7,5,2,3,3,1
"24158",0,0,10,0,7,3,0
"24159",4,8,0,4,0,6,6
"24160",5,1,0,5,0,0,2
"24161",5,10,0,3,7,7,7
"24162",9,5,0,3,2,4,6
"24163",10,8,0,4,1,3,5
"24164",10,9,3,6,1,6,7
"24165",6,6,0,7,0,7,9
"24166",0,0,7,0,6,5,4
"24167",4,6,0,5,2,7,5
"24168",4,4,0,1,3,2,2
"24169",2,4,7,2,3,4,4
"24170",6,6,4,4,5,10,2
"24171",4,5,1,6,5,7,7
"24172",3,3,8,1,3,4,4
"24173",3,10,0,5,0,7,8
"24174",0,5,4,2,4,2,2
"24175",7,7,0,8,5,6,5
"24176",5,6,0,1,0,3,2
"24177",8,2,2,5,5,5,2
"24179",0,0,0,0,5,6,5
"24180",2,7,7,2,5,2,2
"24181",4,4,9,2,5,4,2
"24182",0,7,5,2,6,10,7
"24183",3,7,0,9,7,8,5
"24184",6,5,2,4,1,4,3
"24186",4,6,6,5,6,8,8
"24187",10,0,0,6,0,0,2
"24188",5,6,5,5,4,5,7
"24189",3,3,2,6,7,8,9
"24190",10,0,0,0,0,5,0
"24191",7,4,9,1,7,2,4
"24192",8,6,5,6,2,5,4
"24193",1,6,10,2,6,4,3
"24194",4,6,8,1,7,3,1
"24195",0,0,10,0,4,2,2
"24197",0,6,5,0,7,4,4
"24198",1,10,6,7,8,5,4
"24200",1,7,3,4,2,9,10
"24201",3,3,5,1,5,7,1
"24203",3,9,0,3,3,5,5
"24204",5,5,5,5,1,5,5
"24205",4,7,1,2,3,3,5
"24206",2,10,2,5,9,10,7
"24208",0,7,9,0,10,10,0
"24209",3,9,0,3,0,6,5
"24210",0,0,5,0,1,1,3
"24211",3,4,6,3,5,0,1
"24212",7,5,0,8,1,1,7
"24213",0,3,0,0,0,0,2
"24214",8,6,1,7,4,4,5
"24215",0,10,7,0,6,6,4
"24216",8,7,1,5,1,2,4
"24217",10,0,0,8,4,6,4
"24218",7,8,1,5,0,0,5
"24219",7,3,0,8,5,7,7
"24220",0,1,8,0,8,1,0
"24221",7,6,0,5,1,5,5
"24224",8,4,0,5,2,10,8
"24225",0,0,9,0,7,5,0
"24226",5,8,0,2,6,3,2
"24227",6,6,3,2,2,4,3
"24228",8,4,0,8,4,6,10
"24229",10,6,3,7,2,2,1
"24230",0,0,9,3,6,6,5
"24231",4,8,0,4,4,5,4
"24233",5,8,5,5,2,2,7
"24234",7,9,7,7,0,2,2
"24235",7,9,4,6,5,3,4
"24236",3,2,5,6,8,7,6
"24237",4,10,1,2,0,4,1
"24238",0,0,5,0,10,8,7
"24239",6,8,0,3,4,5,6
"24240",7,6,4,8,6,8,8
"24241",0,0,10,0,10,10,0
"24242",4,6,0,3,0,7,5
"24245",5,9,5,4,6,5,6
"24246",8,7,4,5,3,6,5
"24247",9,4,2,7,1,2,6
"24248",8,3,1,6,5,6,7
"24249",4,0,4,7,0,7,4
"24250",2,7,8,3,4,5,7
"24251",1,4,10,2,8,3,5
"24253",10,10,0,10,0,0,0
"24254",3,8,1,6,3,7,7
"24255",5,7,3,3,2,5,4
"24256",2,9,5,3,8,5,3
"24257",3,10,0,3,0,0,2
"24258",4,4,8,2,1,2,2
"24259",8,6,1,6,2,5,6
"24261",0,0,0,2,8,8,3
"24264",0,3,8,0,5,5,2
"24265",6,8,4,5,2,7,5
"24267",2,7,5,0,5,4,4
"24268",6,6,4,2,4,7,5
"24269",5,0,4,8,3,8,5
"24271",0,9,7,0,0,7,3
"24272",8,5,0,6,2,2,6
"24273",8,6,2,8,2,9,9
"24274",5,3,6,4,6,3,3
"24275",3,3,4,8,5,10,8
"24276",5,5,4,7,2,8,9
"24277",3,6,8,2,6,3,2
"24278",4,1,2,4,4,6,9
"24279",9,3,0,5,0,0,4
"24280",9,6,0,8,2,4,7
"24281",5,1,5,3,1,0,2
"24283",5,5,2,3,3,3,4
"24284",6,5,0,5,3,3,4
"24287",9,6,0,4,2,3,4
"24288",6,6,0,2,4,4,7
"24289",1,3,8,6,7,5,7
"24290",3,3,8,6,7,5,7
"24291",0,2,9,0,7,8,4
"24292",4,9,9,8,8,9,8
"24293",1,0,5,0,8,10,2
"24294",0,4,1,0,4,10,4
"24295",4,7,2,6,6,9,8
"24296",2,6,6,1,8,6,1
"24297",2,3,6,4,7,7,8
"24298",2,0,10,3,2,7,4
"24299",0,0,8,0,5,7,6
"24300",9,9,4,2,8,1,3
"24301",0,0,8,0,10,3,1
"24302",6,5,5,6,0,9,7
"24303",5,0,9,6,4,5,5
"24304",3,6,0,0,0,0,1
"24305",10,4,0,5,0,7,5
"24306",10,3,0,7,0,2,2
"24307",10,8,1,5,0,8,7
"24308",8,7,0,1,2,3,1
"24309",8,7,0,4,1,1,5
"24310",3,5,0,2,7,10,7
"24311",10,10,0,0,0,0,0
"24314",3,3,1,8,6,8,8
"24315",4,4,0,1,1,1,3
"24316",7,8,0,4,0,5,7
"24317",6,6,3,5,5,8,7
"24318",5,5,6,7,8,9,8
"24319",6,9,2,9,6,8,8
"24320",5,5,0,0,0,3,0
"24321",4,2,5,0,0,1,0
"24322",5,0,10,3,10,2,4
"24323",4,4,3,6,5,8,7
"24324",6,6,3,4,6,5,5
"24325",8,6,0,3,0,1,2
"24327",8,4,2,5,1,5,4
"24328",2,2,6,1,9,6,10
"24329",2,3,10,1,7,7,4
"24330",1,10,9,0,0,0,5
"24332",0,1,10,4,4,6,4
"24333",6,4,3,2,6,5,5
"24334",8,8,2,5,3,7,5
"24335",6,5,2,6,4,5,6
"24336",6,1,0,8,0,6,7
"24338",3,9,8,1,2,3,0
"24339",2,3,4,2,6,6,5
"24340",3,2,7,1,4,4,4
"24341",6,6,4,3,5,4,5
"24342",7,5,0,8,4,5,7
"24343",8,2,6,3,7,6,6
"24344",8,3,6,6,5,2,5
"24345",9,6,2,4,5,2,0
"24346",9,3,0,6,0,4,3
"24347",8,6,1,5,1,7,7
"24349",7,8,7,6,5,6,6
"24350",4,3,0,2,1,3,4
"24351",7,6,1,6,1,2,4
"24352",4,3,0,3,1,1,3
"24353",10,0,10,2,0,8,0
"24354",10,7,3,7,0,1,0
"24355",8,6,0,9,4,5,9
"24356",8,7,1,0,0,5,0
"24357",8,5,0,4,6,9,4
"24358",6,8,3,5,3,3,3
"24359",4,3,1,5,4,7,6
"24360",4,3,2,3,1,1,4
"24361",1,0,5,1,6,4,1
"24362",6,9,0,7,3,5,5
"24363",7,0,1,2,5,3,5
"24364",0,3,2,0,0,0,0
"24365",4,8,0,0,2,0,0
"24367",8,8,2,10,2,4,9
"24368",5,9,0,3,0,0,3
"24370",8,7,1,5,1,6,5
"24371",9,7,1,6,1,7,8
"24373",6,7,0,6,0,9,8
"24374",3,3,10,3,7,4,4
"24375",3,4,5,2,6,3,4
"24377",7,5,0,4,7,5,6
"24378",6,4,3,8,2,8,8
"24379",4,5,1,8,5,8,8
"24380",0,10,0,0,2,1,2
"24381",3,3,3,3,5,6,5
"24382",4,5,4,4,5,9,8
"24383",4,4,5,2,4,3,3
"24385",8,1,3,5,3,6,4
"24386",7,9,2,1,1,1,2
"24387",8,7,0,1,3,0,0
"24388",9,7,6,8,7,5,5
"24389",6,6,4,3,5,5,5
"24390",9,6,0,4,0,5,4
"24391",3,4,7,0,4,0,0
"24392",4,5,0,6,5,7,3
"24393",10,8,3,1,0,2,10
"24394",10,0,0,0,0,0,0
"24395",1,2,5,5,9,5,5
"24396",0,0,0,4,0,0,0
"24397",0,0,1,0,2,3,0
"24398",4,4,6,6,4,4,6
"24399",4,10,0,2,1,8,4
"24401",2,4,10,3,7,4,5
"24404",10,0,0,7,0,9,1
"24408",4,1,0,5,5,9,9
"24409",0,0,10,0,10,10,0
"24410",7,7,1,7,6,6,6
"24411",8,3,0,0,8,3,0
"24412",4,6,3,2,1,8,1
"24413",2,10,5,3,6,5,5
"24415",0,0,10,1,9,5,2
"24416",3,3,2,2,2,2,3
"24417",3,5,1,3,5,8,1
"24420",5,5,2,3,5,8,8
"24421",3,9,0,6,4,9,5
"24422",8,7,3,5,6,6,5
"24423",6,9,0,5,0,8,5
"24424",10,0,0,8,4,5,0
"24425",8,4,0,2,0,10,8
"24426",8,5,1,3,3,5,8
"24427",2,2,5,0,9,6,5
"24428",5,5,3,3,4,4,3
"24429",6,5,3,7,4,2,4
"24430",7,3,1,2,1,6,7
"24433",8,8,5,3,3,5,5
"24434",5,3,0,7,1,5,7
"24435",4,2,9,5,8,10,7
"24436",8,3,0,8,0,6,6
"24437",1,1,1,1,1,2,10
"24438",7,3,9,5,8,6,3
"24439",5,2,0,8,2,1,5
"24440",4,10,0,3,3,5,5
"24441",5,8,0,8,0,5,5
"24444",9,4,1,7,1,3,7
"24445",7,7,0,7,2,7,5
"24447",7,7,0,5,2,5,6
"24448",8,8,4,3,4,4,2
"24449",7,2,1,5,1,3,6
"24450",4,6,0,1,2,1,3
"24451",2,3,6,7,7,8,9
"24454",4,10,2,2,2,2,5
"24455",6,5,4,7,4,9,7
"24456",1,9,8,2,2,2,2
"24457",1,5,4,0,2,2,0
"24458",4,7,6,4,3,6,5
"24459",2,2,3,3,5,4,4
"24460",4,7,5,1,1,10,1
"24461",4,4,1,2,3,2,1
"24462",2,5,2,0,8,2,0
"24463",4,0,0,0,5,5,1
"24464",10,7,0,4,5,3,6
"24467",5,5,3,5,3,8,5
"24468",0,4,2,0,4,8,2
"24470",10,7,0,8,1,1,5
"24471",6,10,6,5,3,8,5
"24472",7,5,0,3,5,5,3
"24473",8,7,0,7,2,7,4
"24474",2,2,7,0,7,8,0
"24475",10,8,0,6,0,1,2
"24476",6,8,6,5,4,6,5
"24477",8,8,0,6,0,2,6
"24479",5,5,3,3,3,3,5
"24480",5,5,7,0,6,2,2
"24481",10,7,1,7,2,3,5
"24482",8,3,0,9,0,0,5
"24483",0,0,9,0,10,5,3
"24484",6,7,0,7,0,7,6
"24486",7,1,4,7,4,5,7
"24487",2,2,9,2,9,6,6
"24488",6,10,3,2,4,5,2
"24489",8,1,2,7,1,5,5
"24490",3,5,5,3,5,10,8
"24491",8,7,9,4,3,3,4
"24492",4,6,7,5,3,5,8
"24493",7,8,5,2,1,6,4
"24494",3,3,6,4,10,5,5
"24496",9,9,1,6,1,7,6
"24498",5,9,0,7,2,6,8
"24499",6,4,1,2,3,3,6
"24500",0,0,10,1,1,1,1
"24501",8,5,0,7,6,6,8
"24502",0,0,3,6,10,3,0
"24503",6,2,4,8,9,7,10
"24504",6,6,3,5,0,2,4
"24505",7,7,6,2,4,10,5
"24506",4,2,1,7,2,4,8
"24507",5,5,8,4,8,5,0
"24508",7,6,6,7,8,7,6
"24509",5,0,2,1,4,9,6
"24510",6,2,2,10,3,9,9
"24511",0,0,0,0,0,0,0
"24512",9,3,5,7,1,7,6
"24514",5,6,0,2,1,2,2
"24515",6,10,0,0,0,2,5
"24517",5,10,0,3,0,2,3
"24518",5,8,7,3,7,6,6
"24519",8,6,0,7,0,6,6
"24520",5,5,2,6,5,8,10
"24521",8,8,1,9,1,4,3
"24523",8,0,0,6,0,7,8
"24524",3,3,6,4,7,10,8
"24525",0,0,6,0,10,8,5
"24526",8,7,8,5,3,6,5
"24527",3,4,5,2,8,9,5
"24528",3,4,6,2,5,5,2
"24529",5,5,2,6,3,8,9
"24530",8,4,1,7,2,10,5
"24532",8,9,1,6,0,10,8
"24533",7,6,1,7,4,9,5
"24534",6,2,0,8,4,9,5
"24535",1,6,8,1,1,1,0
"24536",10,3,0,8,0,6,0
"24537",0,0,5,0,5,0,0
"24538",4,6,0,2,0,2,3
"24540",9,7,0,6,3,5,5
"24541",2,3,7,3,8,5,6
"24542",8,5,0,5,0,7,3
"24544",1,1,5,6,7,3,8
"24545",8,3,0,8,6,9,6
"24546",6,5,6,4,8,9,7
"24547",2,3,2,0,3,6,0
"24548",6,7,0,0,1,7,3
"24549",6,5,1,7,1,1,5
"24550",8,5,8,4,4,3,4
"24551",0,0,10,0,8,6,5
"24552",2,2,6,7,7,8,6
"24553",8,6,2,6,1,7,5
"24554",1,1,10,0,5,0,2
"24556",6,7,3,3,4,2,3
"24557",10,0,7,6,6,5,6
"24560",4,6,7,2,3,3,1
"24561",0,10,8,0,6,5,5
"24562",9,3,2,5,5,3,4
"24563",8,5,0,6,2,4,3
"24564",8,5,7,5,0,3,9
"24565",4,4,3,8,2,9,9
"24567",3,4,4,2,4,0,3
"24570",5,10,10,0,0,0,0
"24571",3,2,1,3,5,9,5
"24572",5,5,0,9,2,9,7
"24573",0,5,0,0,0,0,0
"24576",8,6,3,8,5,8,5
"24578",10,1,0,1,2,0,5
"24579",8,6,5,7,0,2,7
"24580",5,5,1,4,1,2,4
"24581",5,4,2,7,4,8,7
"24582",2,2,2,7,2,7,7
"24583",8,8,0,6,2,6,8
"24584",7,4,8,5,4,4,6
"24585",2,0,0,3,1,3,3
"24587",8,8,0,8,2,8,8
"24588",8,10,3,1,6,4,2
"24589",5,5,0,2,2,4,2
"24591",4,7,2,5,2,7,3
"24593",3,3,0,5,4,6,6
"24594",3,3,0,0,3,3,0
"24595",6,5,6,7,8,2,10
"24596",2,5,7,2,6,6,3
"24597",4,4,2,2,2,3,3
"24598",4,9,0,7,5,9,8
"24601",3,2,2,2,1,2,3
"24602",6,5,0,7,0,8,7
"24604",5,3,0,3,1,5,9
"24605",7,7,0,6,2,6,5
"24606",3,5,0,2,4,4,2
"24607",0,0,8,0,6,6,3
"24608",3,8,0,2,7,7,5
"24609",8,5,0,10,0,0,5
"24611",10,5,0,5,3,5,5
"24612",5,2,0,4,0,0,1
"24613",4,7,0,10,4,8,10
"24615",5,4,0,5,0,4,5
"24616",5,10,2,0,4,6,2
"24618",8,0,0,4,5,3,2
"24620",0,4,10,2,3,0,7
"24622",5,5,1,6,1,2,5
"24623",5,5,0,0,0,1,2
"24625",8,5,0,8,0,5,7
"24626",5,6,2,3,5,5,3
"24628",8,7,6,6,8,8,6
"24629",8,8,1,3,5,8,10
"24630",6,6,3,6,4,7,4
"24631",4,6,0,3,0,0,0
"24633",7,4,1,4,1,5,0
"24634",6,5,2,7,3,4,4
"24636",0,8,6,4,6,2,4
"24637",5,4,1,3,2,4,1
"24639",4,4,0,1,0,0,1
"24643",6,4,4,4,5,3,7
"24644",5,7,0,3,0,0,2
"24645",2,3,6,6,8,7,7
"24646",7,6,3,3,1,2,2
"24647",6,4,3,1,2,4,3
"24648",0,0,0,0,0,0,0
"24651",8,5,1,7,1,3,1
"24652",2,6,4,3,5,6,5
"24653",2,4,3,3,7,6,2
"24655",6,5,1,1,0,3,5
"24656",1,3,0,0,1,1,8
"24662",0,0,0,0,3,2,0
"24664",7,4,5,7,1,2,8
"24665",8,1,0,5,2,7,6
"24666",6,4,0,9,2,8,6
"24667",6,3,0,9,1,8,9
"24668",5,2,0,0,0,0,0
"24669",2,8,0,0,7,7,1
"24670",3,8,5,1,5,7,5
"24671",0,0,5,0,7,6,0
"24674",8,5,2,5,0,4,7
"24675",8,7,3,4,5,3,3
"24676",1,9,0,0,1,3,0
"24677",1,0,4,6,5,9,7
"24679",5,8,10,1,10,8,4
"24680",0,5,2,0,2,0,0
"24681",6,4,5,7,6,7,7
"24683",7,5,0,4,6,5,6
"24684",4,5,2,1,6,6,0
"24685",1,2,3,0,5,3,1
"24687",7,3,0,9,4,7,9
"24688",8,3,0,3,1,2,4
"24689",7,6,0,7,1,5,5
"24690",10,7,0,6,0,0,5
"24691",0,9,9,4,6,5,8
"24693",7,7,3,5,6,3,5
"24695",4,3,5,1,6,7,3
"24696",5,7,4,8,6,4,3
"24697",3,0,3,3,8,6,5
"24698",5,7,1,3,4,6,4
"24699",9,7,0,0,0,8,0
"24700",5,4,1,10,1,4,7
"24702",8,4,4,5,0,5,0
"24703",2,3,0,0,2,9,7
"24704",1,10,1,1,1,1,1
"24705",5,3,4,6,4,6,7
"24706",7,5,9,4,2,6,6
"24707",7,7,0,9,0,5,4
"24708",2,0,0,5,3,3,2
"24709",8,3,2,5,5,6,5
"24710",3,7,1,2,6,9,8
"24711",7,7,8,6,5,5,3
"24713",10,0,0,7,0,0,0
"24715",8,8,0,7,0,7,6
"24719",10,0,0,4,4,5,3
"24720",2,5,10,3,6,5,10
"24721",10,1,4,8,0,2,1
"24722",6,5,5,5,5,5,7
"24723",3,3,2,6,4,8,8
"24724",6,5,3,9,3,9,8
"24725",3,2,8,2,8,7,4
"24726",8,8,5,6,5,5,6
"24727",7,3,0,8,0,2,3
"24729",6,6,0,5,7,7,5
"24730",8,6,3,7,2,7,6
"24731",2,2,4,6,5,9,7
"24733",8,7,3,6,5,6,6
"24734",3,10,0,3,2,2,2
"24735",9,5,4,7,7,3,3
"24736",4,3,2,6,4,7,8
"24737",2,6,0,4,6,5,5
"24739",1,8,6,1,1,2,5
"24740",5,8,0,3,0,3,6
"24741",2,10,0,6,0,0,4
"24743",4,3,0,5,2,10,5
"24745",2,4,4,2,6,6,5
"24746",9,5,2,10,4,9,9
"24747",6,8,0,9,4,4,3
"24748",9,5,0,7,0,5,5
"24749",3,3,4,3,7,8,3
"24750",4,3,2,6,6,4,6
"24751",10,6,1,6,1,4,4
"24753",4,2,2,5,5,8,7
"24754",3,3,1,7,7,9,8
"24755",5,1,0,8,4,4,8
"24759",4,6,4,3,3,5,4
"24760",1,4,0,0,3,5,3
"24761",4,9,2,3,4,5,4
"24762",8,8,8,5,0,1,1
"24764",7,7,2,5,3,5,7
"24765",8,3,0,7,0,9,3
"24766",8,8,0,2,3,3,2
"24767",5,3,5,1,5,5,1
"24768",6,6,1,4,2,4,4
"24769",6,5,4,8,4,7,7
"24770",7,8,0,4,0,3,2
"24771",2,3,1,2,2,2,4
"24773",8,4,1,8,1,8,8
"24774",4,3,4,5,7,6,5
"24775",5,5,3,7,1,10,5
"24776",7,8,0,0,2,5,1
"24777",5,7,0,5,1,0,3
"24778",8,5,7,1,6,6,6
"24779",6,4,2,1,3,3,3
"24780",2,2,2,5,5,10,2
"24781",7,10,2,5,1,6,8
"24782",5,10,3,3,5,3,5
"24783",5,6,5,4,5,5,6
"24784",4,3,1,4,1,3,3
"24785",4,0,6,8,3,5,2
"24786",7,6,4,5,5,4,4
"24787",3,3,8,4,8,5,6
"24788",8,3,2,5,2,4,6
"24789",6,5,1,4,0,1,4
"24790",0,0,6,4,7,8,6
"24791",8,0,0,5,0,4,5
"24792",7,4,2,0,5,5,5
"24794",5,8,2,5,4,3,4
"24799",3,3,0,7,2,9,7
"24801",10,0,0,5,0,0,5
"24802",8,8,1,5,5,5,5
"24803",4,5,7,6,7,8,7
"24804",9,9,2,0,4,7,6
"24805",8,4,0,10,4,6,6
"24807",1,1,10,1,8,3,2
"24809",7,3,0,5,0,4,5
"24810",3,8,6,3,7,7,3
"24811",10,0,0,7,0,5,6
"24812",8,6,0,5,0,0,5
"24813",7,4,0,10,0,9,5
"24814",4,0,0,10,0,8,6
"24815",2,4,7,1,6,6,5
"24816",0,8,2,0,5,5,8
"24818",8,3,8,5,1,3,5
"24819",0,0,10,2,9,5,5
"24821",3,4,1,1,1,2,1
"24822",0,4,4,1,6,4,4
"24823",0,1,5,3,10,7,7
"24824",4,2,0,7,5,8,4
"24825",3,1,1,5,1,6,7
"24826",5,5,5,5,5,5,5
"24827",7,6,0,5,3,4,3
"24828",1,1,10,1,5,6,3
"24829",7,5,1,5,3,4,6
"24830",5,2,5,4,3,4,6
"24831",3,4,7,5,6,6,4
"24832",8,8,0,5,5,8,5
"24833",0,0,0,5,10,5,5
"24834",7,6,2,7,3,5,5
"24835",5,9,3,3,3,3,3
"24836",5,10,1,5,1,9,10
"24837",4,5,6,4,5,5,2
"24838",6,2,0,4,2,7,5
"24839",8,0,0,7,0,3,7
"24840",5,2,3,4,6,9,8
"24841",8,6,0,4,0,9,8
"24842",8,8,0,6,0,5,6
"24843",0,3,10,0,8,5,0
"24844",5,2,0,7,0,3,6
"24845",10,0,0,5,0,0,5
"24846",2,5,1,1,2,3,3
"24847",7,6,2,7,4,5,7
"24848",0,0,3,0,4,4,3
"24850",7,2,1,6,3,4,7
"24852",3,3,9,3,6,4,8
"24853",2,5,7,0,5,2,1
