"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G","cand_H"
"42434",8,2,1,0,0,0,0,0
"42435",3,8,2,1,1,0,0,7
"42436",4,6,0,7,2,0,9,0
"42438",5,6,4,3,4,6,6,6
"42441",8,1,10,0,0,0,0,1
"42442",6,10,3,8,4,3,2,5
"42444",5,8,1,2,0,0,0,5
"42446",7,8,1,8,0,0,0,0
"42447",9,8,5,6,2,0,0,2
"42448",4,8,0,8,8,3,3,3
"42449",9,6,5,5,5,4,3,5
"42450",8,5,5,5,5,5,5,5
"42451",5,5,5,5,5,5,5,5
"42452",10,0,10,4,0,4,4,9
"42454",8,5,4,2,2,0,0,2
"42456",9,0,9,1,5,1,0,5
"42458",0,7,0,5,5,0,0,0
"42459",5,7,4,6,5,5,7,5
"42460",10,0,5,5,5,2,2,5
"42462",7,4,3,3,1,4,0,4
"42464",9,7,6,5,8,1,6,5
"42465",6,7,0,5,0,6,0,4
"42467",10,0,0,3,3,0,0,10
"42472",8,7,6,3,5,8,1,4
"42474",8,7,8,1,1,3,2,7
"42478",5,9,4,4,3,2,2,3
"42480",8,4,8,2,2,2,2,3
"42483",5,6,2,6,2,1,2,2
"42486",10,5,10,5,5,2,0,10
"42488",7,7,3,8,3,2,0,7
"42489",5,7,3,8,1,4,1,6
"42490",0,5,0,9,5,0,0,0
"42491",5,5,1,5,3,4,0,0
"42492",7,0,10,0,0,4,0,7
"42494",9,4,9,2,5,7,0,5
"42495",10,2,2,2,2,1,2,2
"42496",5,5,10,5,10,10,10,5
"42498",7,3,7,0,0,3,0,4
"42500",8,2,10,5,4,9,1,5
"42502",10,4,9,0,0,0,0,5
"42505",8,3,3,2,3,8,0,5
"42506",7,3,8,1,0,5,0,5
"42510",6,0,9,0,3,7,0,7
"42511",6,5,6,2,2,1,1,2
"42512",7,1,8,1,3,8,0,4
"42513",8,4,7,7,3,5,0,6
"42514",9,4,9,3,1,7,0,7
"42515",4,5,4,3,0,7,0,3
"42517",7,2,8,2,2,4,0,5
"42518",10,0,8,0,2,0,0,1
"42519",7,1,8,0,0,6,0,7
"42522",3,7,1,9,3,2,2,1
"42523",10,0,8,0,4,0,0,5
"42525",5,8,5,8,2,1,1,2
"42526",5,7,1,6,1,1,1,1
"42527",7,5,5,1,1,3,0,2
"42528",7,5,5,4,2,3,0,5
"42530",7,3,8,1,3,7,0,6
"42534",7,2,10,1,4,5,0,8
"42535",10,1,10,5,6,4,1,10
"42536",8,5,5,5,0,0,0,5
"42539",7,2,10,1,2,5,0,7
"42540",8,2,10,0,1,8,0,9
"42546",10,1,4,2,2,2,2,2
"42547",8,2,7,3,5,3,1,4
"42548",3,6,0,3,3,2,0,5
"42549",1,7,0,6,3,10,8,1
"42550",9,9,5,6,6,2,2,4
"42551",6,6,3,2,1,2,3,5
"42552",2,5,0,2,5,6,5,2
"42555",2,3,1,8,2,4,1,1
"42556",7,4,8,3,2,8,1,8
"42559",5,0,8,0,0,7,0,2
"42561",5,4,3,1,4,5,6,3
"42563",10,1,7,1,9,0,0,1
"42564",5,0,6,1,2,2,2,6
"42565",6,7,1,8,0,0,6,0
"42568",10,10,5,5,5,5,5,5
"42570",6,1,2,0,2,0,0,1
"42571",10,0,10,0,0,0,0,10
"42572",8,6,5,5,4,3,0,5
"42573",7,4,7,2,0,6,0,3
"42575",6,4,3,4,5,4,4,3
"42579",2,9,2,6,2,1,1,2
"42580",8,3,10,5,5,5,0,5
"42581",2,4,1,4,2,1,1,2
"42582",6,10,4,0,0,0,0,0
"42585",8,6,5,4,3,5,5,6
"42591",9,6,4,1,6,0,0,7
"42593",9,7,6,7,5,1,1,2
"42594",5,10,0,3,4,0,0,0
"42595",8,3,9,1,0,5,0,8
"42596",1,9,7,0,0,0,0,4
"42597",2,8,3,7,1,6,4,6
"42600",1,7,0,6,0,0,0,0
"42602",10,4,10,4,5,0,0,9
"42605",10,0,4,1,1,0,0,0
"42606",1,10,0,8,1,0,0,0
"42608",10,2,0,0,0,0,0,0
"42609",1,3,0,3,1,0,0,0
"42610",5,6,4,6,2,0,0,10
"42614",8,2,9,0,0,8,0,7
"42618",10,4,8,4,4,0,0,8
"42619",10,8,8,5,5,1,3,3
"42621",8,5,3,3,3,3,3,3
"42623",5,9,2,4,3,1,1,1
"42625",7,5,3,4,1,0,0,0
"42626",8,2,6,5,3,2,2,2
"42627",10,3,2,1,1,1,1,1
"42629",6,8,0,3,3,0,0,5
"42631",8,5,3,9,2,2,2,3
"42632",5,4,1,4,4,1,1,4
"42633",10,0,0,0,0,0,0,10
"42634",7,8,2,7,0,1,1,2
"42639",10,1,9,7,8,1,2,10
"42641",8,8,5,1,7,0,0,3
"42644",8,2,0,0,3,0,0,0
"42646",10,0,6,0,6,0,0,10
"42647",5,6,0,7,4,7,6,4
"42649",5,5,0,6,3,10,3,3
"42652",7,10,3,9,8,3,3,9
"42653",10,5,10,5,5,0,0,0
"42655",10,0,0,0,5,0,0,5
"42656",5,5,1,2,1,10,2,0
"42660",7,10,0,4,4,0,0,4
"42661",10,0,10,5,5,5,5,5
"42662",8,4,6,6,6,3,3,3
"42666",10,2,7,1,2,0,0,0
"42668",5,6,1,5,1,4,0,1
"42670",10,4,4,4,4,3,3,3
"42671",1,6,0,3,0,0,0,0
"42672",5,5,0,4,0,0,0,0
"42673",3,6,1,6,3,2,2,2
"42676",7,2,9,2,2,9,1,9
"42677",10,3,3,2,2,3,0,0
"42679",7,5,5,4,4,1,2,4
"42680",5,4,4,4,6,0,0,4
"42681",9,3,9,3,3,5,1,6
"42682",7,7,8,5,3,10,0,7
"42684",7,7,4,7,2,0,0,7
"42685",8,5,7,4,1,4,4,5
"42688",4,10,5,5,0,0,0,1
"42689",4,4,5,3,3,6,0,3
"42691",10,6,5,5,0,0,0,3
"42692",7,3,8,1,1,5,0,8
"42694",0,2,0,7,0,6,0,0
"42696",10,5,10,3,3,8,3,6
"42698",9,4,8,8,2,0,0,5
"42700",0,6,0,10,0,5,5,3
"42701",10,0,5,0,0,0,0,5
"42702",0,8,0,1,1,0,1,0
"42703",2,7,1,7,1,6,2,2
"42706",8,5,5,5,5,10,10,10
"42707",8,3,9,1,3,5,0,7
"42708",10,0,5,1,6,0,0,1
"42709",7,2,9,0,1,5,0,5
"42714",10,3,9,1,1,5,0,5
"42715",2,7,2,2,0,3,4,0
"42716",3,9,2,2,1,1,7,5
"42717",8,3,9,1,3,2,2,5
"42719",8,6,6,4,5,0,0,3
"42722",8,4,6,2,1,0,1,1
"42723",5,9,3,3,1,1,7,7
"42724",9,3,3,0,0,0,0,1
"42728",3,6,1,3,0,0,0,0
"42731",5,10,0,0,0,0,0,0
"42732",8,6,5,5,4,5,0,5
"42735",10,5,8,3,6,0,0,5
"42736",4,7,5,5,4,5,6,5
"42740",9,9,10,10,10,10,10,10
"42742",8,6,7,2,0,10,0,2
"42745",8,1,3,3,5,0,0,0
"42748",10,5,8,5,5,5,5,5
"42749",8,6,6,5,6,5,5,6
"42750",7,3,8,2,4,6,0,6
"42751",9,4,7,4,4,6,0,6
"42752",4,5,2,2,2,3,1,1
"42753",6,6,3,7,4,7,5,5
"42754",9,3,6,3,5,0,0,5
"42755",5,4,7,3,3,8,2,5
"42756",3,5,1,4,0,0,0,0
"42757",9,4,7,5,5,5,0,5
"42758",9,3,7,0,2,0,0,2
"42759",10,5,5,3,4,3,3,5
"42760",7,5,2,4,5,2,0,3
"42764",4,6,3,3,2,2,3,3
"42768",8,0,6,3,4,9,0,5
"42771",9,0,5,0,0,0,0,0
"42776",9,3,1,0,0,2,3,4
"42777",8,5,0,2,0,2,1,3
"42778",10,3,9,7,7,0,0,0
"42780",9,3,4,2,3,1,1,3
"42782",9,3,8,2,3,8,0,8
"42783",8,5,6,3,3,9,0,5
"42784",5,8,5,6,4,3,1,3
"42785",7,1,9,0,1,2,0,5
"42787",10,5,5,3,4,2,3,3
"42788",9,4,8,2,2,6,0,6
"42789",10,0,7,7,0,0,0,0
"42790",8,5,3,5,3,4,2,5
"42793",7,1,4,0,1,3,0,5
"42795",3,8,5,3,0,0,0,2
"42796",3,5,3,5,3,3,3,3
"42799",0,10,0,5,0,0,0,0
"42801",0,4,0,1,0,0,0,0
"42802",10,5,9,7,3,5,0,3
"42803",10,0,5,1,2,1,1,1
"42805",3,9,2,5,3,0,0,3
"42808",7,2,5,2,0,2,2,5
"42809",7,5,0,6,1,0,0,2
"42811",8,2,6,0,2,6,0,9
"42812",9,1,6,4,4,4,4,4
"42813",10,1,5,3,5,1,4,5
"42814",7,5,6,5,7,1,1,3
"42817",8,7,5,5,1,3,0,5
"42818",8,2,5,3,5,2,2,1
"42819",0,9,0,9,0,2,2,8
"42820",0,8,0,10,0,0,0,3
"42822",9,6,7,2,5,5,1,4
"42824",5,7,2,8,2,2,2,2
"42826",7,0,10,0,0,0,0,3
"42831",0,10,0,5,7,0,0,0
"42833",0,10,0,10,5,0,0,0
"42834",0,8,0,5,0,0,0,0
"42836",10,4,8,3,5,5,0,6
"42837",8,8,5,7,2,0,0,0
"42838",10,2,7,0,0,0,0,7
"42839",7,0,0,0,0,0,0,0
"42845",8,2,8,0,2,0,0,8
"42846",8,3,3,2,10,0,0,4
"42851",5,10,3,3,3,0,0,0
"42852",10,0,1,0,1,0,0,0
"42854",8,6,3,3,6,2,2,3
"42856",8,4,4,2,2,10,10,2
"42859",8,0,8,0,0,0,0,8
"42860",10,0,0,0,0,0,0,0
"42862",7,7,7,1,1,1,0,7
"42863",8,6,7,4,4,6,6,8
"42864",5,8,5,7,1,2,0,2
"42866",6,8,5,6,4,5,5,6
"42868",5,8,7,5,7,0,0,3
"42869",8,5,6,4,3,1,1,5
"42871",10,6,7,10,4,0,0,0
"42873",4,1,10,0,2,6,0,9
"42874",7,0,5,1,6,0,0,8
"42875",8,0,6,6,5,3,0,8
"42879",6,6,3,6,3,3,2,1
"42880",10,1,7,0,4,0,0,4
"42881",10,1,6,0,6,0,0,2
"42883",10,0,5,0,5,0,0,8
"42884",10,0,3,0,0,0,0,1
"42885",10,6,8,2,2,0,0,3
"42886",5,1,0,1,0,0,0,0
"42887",10,2,4,4,9,1,1,8
"42889",9,4,8,7,5,1,1,7
"42892",5,8,3,8,5,5,6,5
"42893",7,0,0,0,0,0,0,0
"42895",10,3,6,8,4,4,4,3
"42896",8,4,5,4,4,0,0,5
"42897",6,7,3,6,4,2,0,3
"42898",10,5,10,6,6,6,0,8
"42899",9,1,5,1,2,1,1,10
"42901",10,0,10,0,0,5,0,5
"42902",10,2,8,2,5,3,4,10
"42909",7,6,7,1,4,10,0,7
"42910",9,2,7,4,1,0,0,4
"42913",8,4,4,4,4,3,3,6
"42914",10,5,7,6,6,4,6,6
"42915",10,0,8,0,3,5,0,8
"42916",0,9,0,8,0,0,0,1
"42917",9,6,5,0,1,0,0,3
"42918",10,3,6,3,3,4,0,6
"42921",7,1,10,2,5,1,1,10
"42923",7,1,9,1,4,9,0,9
"42924",10,1,1,1,10,0,0,8
"42926",8,4,5,4,4,0,2,2
"42927",10,0,5,5,5,5,5,8
"42930",9,7,8,5,5,3,3,7
"42933",10,0,8,0,6,0,0,7
"42934",10,6,7,4,5,0,1,3
"42936",3,7,3,5,5,3,10,3
"42939",10,10,10,10,10,10,10,10
"42940",6,3,4,5,3,2,0,2
"42941",8,2,6,2,5,5,3,8
"42942",8,4,6,1,2,6,2,4
"42943",8,5,9,2,3,7,0,5
"42944",0,10,0,0,0,0,0,0
"42945",0,8,0,2,6,0,0,2
"42947",7,4,7,0,7,4,0,6
"42953",8,3,6,0,3,0,0,6
"42954",5,0,10,0,1,5,0,10
"42956",7,8,7,7,6,3,5,6
"42957",9,2,10,2,3,6,0,6
"42960",7,1,1,0,2,0,0,2
"42961",9,2,9,5,5,4,0,7
"42962",8,7,0,4,5,0,0,4
"42963",8,0,9,0,0,0,0,8
"42965",7,5,6,6,7,4,4,7
"42968",10,5,0,1,7,0,0,0
"42969",10,7,9,0,0,0,0,5
"42971",0,10,8,5,5,5,5,5
"42972",7,5,4,5,4,4,1,3
"42973",5,6,4,3,3,2,2,5
"42975",7,5,2,3,7,3,2,3
"42976",10,5,1,0,7,0,1,4
"42977",5,5,3,6,6,2,8,6
"42980",10,0,5,0,3,0,0,3
"42981",10,8,5,6,6,2,4,5
"42982",7,4,7,3,3,6,1,6
"42983",10,0,5,7,0,4,4,5
"42984",3,6,0,1,2,1,1,1
"42985",8,8,0,8,0,1,4,0
"42986",7,0,9,0,0,6,0,7
"42990",7,0,5,0,5,3,3,10
"42991",8,2,2,2,5,0,0,10
"42995",8,3,7,1,3,5,1,5
"42997",6,3,8,4,2,2,1,4
"42998",10,0,10,0,3,0,0,3
"43000",6,6,7,6,5,3,3,4
"43002",9,7,4,2,3,2,2,6
"43003",10,3,5,2,2,1,1,1
"43004",7,10,4,4,4,3,3,4
"43007",6,2,7,1,1,1,0,6
"43009",6,0,9,0,1,0,0,7
"43011",7,7,3,7,3,1,1,3
