,A,B,C,D,E,F,G,H,I
v99,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
v100,0.1,0.7,0.0,0.5,0.8,0.5,0.5,0.5,0.0
v101,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v102,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v103,0.5,0.5,0.0,0.8,0.7,0.3,0.9,0.5,0.5
v104,0.2,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2
v105,0.5,0.8,0.0,,,,,,
v106,0.8,0.7,1.0,0.5,0.7,0.7,0.7,0.8,0.7
v107,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v108,0.6,0.6,0.7,0.5,0.6,0.5,0.6,0.5,0.5
v109,0.6,0.8,0.1,0.3,0.6,0.4,0.5,0.5,0.5
v110,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v111,0.7,0.5,0.0,0.5,0.3,0.3,0.5,0.5,0.6
v112,0.5,0.4,0.7,0.4,0.5,0.5,0.5,0.5,0.4
v113,0.6,0.9,0.1,0.3,0.2,0.1,0.6,0.4,0.2
v114,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v115,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v116,0.2,0.1,0.5,,0.1,0.1,,0.1,0.2
v117,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v118,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v119,0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v120,0.1,0.7,0.1,0.4,0.6,0.5,0.2,0.5,0.0
v121,0.8,0.3,0.1,0.5,0.3,0.1,0.5,0.2,0.5
v122,0.9,0.6,0.7,0.7,0.5,0.3,0.7,0.5,0.7
v123,0.3,0.3,0.3,,0.4,0.2,0.4,0.4,0.4
v124,0.8,0.5,0.9,0.6,0.5,0.2,0.6,0.2,0.5
v125,0.9,0.3,0.0,0.7,0.1,0.0,0.6,0.7,0.4
v126,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v127,0.7,0.4,0.6,0.5,0.2,0.1,0.2,0.3,0.5
v128,0.7,0.5,0.2,0.5,0.8,0.3,0.8,0.5,0.5
v129,0.4,0.5,0.0,0.5,0.6,1.0,0.4,0.6,0.5
v130,0.6,0.6,0.0,0.6,0.6,0.6,0.6,0.6,0.6
v131,0.7,0.2,0.0,0.0,0.0,0.2,0.5,0.5,0.2
v132,0.5,0.6,0.0,0.6,0.6,0.5,0.6,0.6,0.5
v133,0.6,0.6,0.9,0.5,0.5,0.5,0.5,0.5,0.5
v134,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v135,0.1,0.8,0.1,0.1,0.4,0.6,0.1,0.1,0.1
v136,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5
v137,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4
v138,0.5,0.8,0.0,0.6,0.6,0.5,0.6,0.6,0.5
v139,0.7,0.4,0.3,0.6,0.5,0.5,0.5,0.6,0.6
v140,0.0,0.9,0.0,0.0,0.6,0.5,0.6,0.6,0.0
v141,0.0,0.5,1.0,0.0,0.5,0.0,0.5,0.3,0.0
v142,0.0,0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0
v143,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v144,0.7,0.5,1.0,0.5,0.3,0.3,0.5,0.5,0.4
v145,0.0,0.9,0.0,0.4,0.2,0.0,0.5,0.1,0.0
v146,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v147,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v148,0.6,0.4,0.5,0.7,0.4,0.4,0.4,0.5,0.5
v149,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v150,0.8,0.5,0.0,0.5,0.5,0.5,0.5,,0.7
v151,0.8,0.0,0.7,0.4,0.0,0.0,0.0,0.0,0.4
v152,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v153,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v154,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0
v155,0.1,0.4,0.2,0.2,0.5,0.9,0.2,0.2,0.1
v156,0.8,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v157,0.7,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5
v158,0.0,1.0,0.0,0.0,0.6,0.6,0.0,0.6,0.0
v159,0.9,0.4,0.5,0.5,0.2,0.1,0.5,0.5,0.7
v160,0.4,0.4,0.5,0.5,0.3,0.4,0.6,0.6,0.5
v161,0.5,0.9,0.0,0.2,0.8,0.0,0.2,0.4,0.6
v162,0.8,1.0,0.8,0.7,0.7,0.5,0.6,0.7,0.7
v163,0.8,0.3,0.8,0.8,0.2,0.3,0.3,0.3,0.8
v164,0.1,0.1,1.0,0.6,0.2,0.2,0.1,0.4,0.6
v165,0.5,0.5,0.1,0.5,0.5,0.5,0.5,0.5,0.5
v166,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v167,0.3,1.0,0.5,0.3,0.5,0.4,0.1,0.1,0.3
v168,0.5,0.7,0.5,0.5,0.4,0.4,0.5,0.5,0.5
v169,0.0,0.4,0.0,0.0,0.5,1.0,0.4,0.3,0.0
v170,0.5,0.5,0.0,,,,,,
v171,0.5,0.6,0.0,0.6,0.6,0.5,0.6,0.6,0.5
v172,0.9,0.6,0.0,,0.0,0.0,,,0.8
v173,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5
v174,0.9,0.5,1.0,0.5,0.4,0.0,0.5,0.5,1.0
v175,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v176,0.5,0.5,0.4,,0.5,0.5,,0.2,0.4
v177,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v178,0.7,0.7,0.6,0.6,0.6,0.5,0.5,0.5,0.4
v179,0.5,0.4,0.0,0.5,0.6,0.5,0.9,0.6,0.5
v180,0.2,0.7,0.1,0.5,0.6,0.6,0.5,0.6,0.2
v181,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v182,0.1,0.8,0.0,0.5,0.7,0.0,0.5,0.5,0.5
v183,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.0
v184,0.7,0.7,1.0,0.7,0.5,0.3,0.7,0.3,0.5
v185,0.7,0.2,0.8,0.6,0.3,0.1,0.3,0.2,0.5
v186,0.2,1.0,0.0,0.2,0.5,0.4,0.5,0.5,0.3
v187,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v188,0.0,1.0,0.0,0.0,0.6,0.2,0.6,0.4,0.0
v189,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v190,0.3,0.5,0.1,0.2,0.2,0.2,0.2,0.2,0.3
v191,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v192,0.4,0.4,0.5,0.1,0.1,0.1,0.1,0.1,0.1
v193,0.8,0.7,1.0,0.3,0.2,0.2,0.4,0.4,0.4
v194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v195,0.0,0.8,0.0,0.0,0.2,0.2,0.0,0.0,0.0
v196,0.1,0.5,0.0,0.1,0.8,0.5,0.1,0.1,0.1
v197,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v198,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v199,0.6,0.6,0.5,0.5,0.3,0.3,0.5,0.5,0.5
v200,0.5,0.4,0.8,0.5,0.8,0.5,0.5,0.8,0.5
v201,0.4,0.5,0.2,0.2,0.7,0.5,,0.5,0.4
v202,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v203,0.0,1.0,0.0,,0.2,0.0,,0.5,0.0
v204,0.2,0.8,0.9,0.7,0.1,0.1,0.4,0.2,0.4
v205,0.8,0.2,0.2,0.5,0.2,0.3,0.5,0.5,0.3
v206,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v207,0.6,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5
v208,0.5,0.7,0.1,0.5,0.8,0.5,0.5,0.5,0.5
v209,0.5,0.8,0.0,0.3,0.5,0.3,0.5,0.4,0.4
v210,0.4,0.6,0.1,0.5,0.5,0.1,0.5,0.5,0.2
v211,0.8,0.5,0.7,0.9,0.2,0.0,0.2,0.6,0.3
v212,0.7,0.7,0.5,0.4,0.6,0.6,0.4,0.4,0.5
v213,0.6,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5
v214,0.5,0.9,0.9,0.5,0.3,0.7,0.5,0.4,0.5
v215,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v216,0.5,0.7,0.5,0.4,0.4,0.2,0.5,0.5,0.4
v217,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.2
v218,0.6,1.0,0.0,0.7,1.0,1.0,1.0,1.0,0.6
v219,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v220,0.5,1.0,0.0,,,0.5,,,0.5
v221,0.3,0.1,0.9,0.4,0.1,0.3,0.5,0.5,0.3
v222,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v223,0.7,0.6,0.9,,0.2,0.2,,,
v224,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v225,0.3,0.9,0.1,0.2,0.4,0.4,0.6,0.5,0.2
v226,0.1,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1
v227,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v228,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0
v229,0.5,0.6,0.0,0.5,0.3,0.3,0.5,0.5,0.5
v230,0.6,0.6,0.0,0.3,0.0,0.6,0.3,0.5,0.5
v231,0.6,0.8,0.0,0.3,0.6,0.6,0.5,0.5,0.2
v232,0.7,0.9,0.0,0.5,,0.5,0.5,0.5,0.5
v233,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5
v234,0.5,0.5,0.4,0.3,0.3,0.3,0.2,0.3,0.2
v235,0.9,0.1,0.0,0.7,0.0,0.1,0.8,0.2,0.8
v236,0.6,0.5,1.0,0.5,0.3,0.0,,0.6,0.6
v237,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v238,0.3,0.3,0.5,0.0,0.3,0.2,0.2,0.2,0.2
v239,0.3,0.5,0.0,0.1,0.8,0.1,0.7,0.6,0.1
v240,0.1,0.9,0.0,0.1,0.4,0.3,0.4,0.4,0.1
v241,0.6,0.6,0.2,0.3,0.2,0.3,0.3,0.3,0.5
v242,0.2,0.1,0.8,0.5,0.2,0.2,0.5,0.2,0.5
v243,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v244,0.9,0.0,0.9,0.5,0.0,0.0,0.1,0.2,0.5
v245,0.3,0.1,0.9,0.5,0.2,0.3,0.5,0.5,0.3
v246,0.0,0.7,0.0,0.0,0.5,0.3,0.4,0.4,0.0
v247,0.5,0.3,0.8,0.5,0.3,0.3,0.5,0.5,0.5
v248,0.5,0.7,0.8,0.5,0.5,0.5,0.5,0.7,0.5
v249,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v250,0.7,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5
v251,0.4,0.6,0.4,0.4,0.5,0.4,0.5,0.3,0.5
v252,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v253,0.8,0.6,0.4,0.6,0.3,0.3,0.4,0.6,0.3
v254,0.4,0.8,0.6,0.4,0.8,0.3,0.8,0.8,0.4
v255,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v256,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v257,0.6,0.8,0.9,0.5,0.7,0.0,0.5,0.5,0.5
v258,0.4,0.8,0.2,0.5,0.5,0.5,0.5,0.5,0.5
v259,0.2,0.8,0.0,0.2,0.5,0.5,0.6,0.5,0.1
v260,0.4,0.9,0.4,0.2,0.3,0.3,0.3,0.4,0.4
v261,0.2,0.8,0.1,0.1,0.6,0.7,0.1,0.5,0.0
v262,0.3,0.8,0.0,0.5,0.4,0.4,0.3,0.4,0.4
v263,0.6,0.0,0.9,0.6,0.0,0.5,0.5,0.5,0.5
v264,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v265,0.6,0.6,0.0,0.6,0.6,0.6,0.8,0.5,0.1
v266,0.3,0.1,0.8,0.4,0.0,0.1,0.4,0.4,0.3
v267,0.1,0.4,0.0,,0.8,0.1,,0.3,0.2
v268,0.4,0.1,0.9,0.5,0.0,0.0,0.5,0.5,0.0
v269,0.5,0.9,0.5,0.5,0.8,0.5,0.5,0.6,0.5
v270,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5
v271,0.7,0.7,0.7,0.5,0.7,0.5,0.5,0.5,0.5
v272,0.3,0.6,0.1,0.3,0.3,0.2,0.4,0.5,0.1
v273,1.0,0.9,0.5,0.5,0.0,0.0,0.0,0.0,0.5
v274,0.2,1.0,0.0,0.1,0.6,0.2,0.8,0.5,0.1
v275,0.4,0.7,0.4,0.5,0.3,0.5,0.4,0.4,0.5
v276,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5
v277,0.6,0.6,0.2,0.5,0.5,0.5,0.3,0.5,0.2
v278,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.3,0.0
v279,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v280,0.4,0.7,0.6,0.5,0.2,0.3,,0.6,0.4
v281,0.4,0.4,0.4,0.4,0.1,0.0,0.2,0.4,0.3
v282,0.8,0.6,0.2,0.6,0.6,0.5,0.6,0.6,0.6
v283,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v284,0.4,0.5,0.7,,0.5,,0.6,0.3,0.4
v285,0.6,0.6,0.5,0.6,0.5,0.3,0.4,0.5,0.4
v286,0.0,0.8,0.0,0.0,1.0,0.6,0.9,0.7,0.0
v287,0.1,0.8,0.0,0.1,0.5,0.1,0.2,0.0,0.0
v288,0.5,0.5,0.0,0.3,0.4,0.3,0.2,0.1,0.5
v289,0.7,0.7,0.0,0.5,0.5,0.5,0.7,0.7,0.4
v290,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v291,0.8,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v292,0.5,0.8,0.2,0.5,0.5,0.5,0.5,0.5,0.5
v293,0.5,1.0,0.0,0.5,0.6,0.5,0.6,0.6,0.5
v294,0.0,0.8,0.0,0.2,0.5,0.5,0.2,0.3,0.0
v295,0.4,0.8,0.1,0.3,0.2,0.2,0.4,0.3,0.2
v296,0.7,0.0,1.0,,0.1,0.0,,0.5,0.5
v297,1.0,0.4,0.0,0.0,0.2,0.1,0.5,0.3,0.8
v298,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v299,0.0,0.7,0.0,,0.5,0.4,0.5,0.5,0.0
v300,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.7,0.0
v301,0.6,0.6,0.4,0.3,0.2,0.2,0.2,0.2,0.3
v302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v303,0.3,0.6,0.0,0.7,0.7,0.4,0.4,0.6,0.1
v304,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0
v305,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
v306,0.5,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1
v307,0.4,0.6,0.1,0.3,0.4,0.2,0.3,0.3,0.3
v308,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5
v309,0.6,0.4,0.0,0.7,0.3,0.0,0.4,0.3,0.2
v310,0.7,0.8,0.8,0.3,0.1,0.3,0.3,0.0,0.3
v311,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v312,0.0,0.9,0.0,0.0,0.5,0.0,0.0,0.0,0.0
v313,0.7,0.5,0.2,0.6,0.0,0.0,0.2,0.4,0.7
v314,0.3,0.5,0.7,0.3,0.3,0.3,0.3,0.3,0.1
v315,0.8,0.3,1.0,0.6,0.4,0.1,0.5,0.4,0.6
v316,0.0,0.6,0.0,0.2,0.3,0.1,0.1,,0.3
v317,0.7,0.2,0.2,0.6,0.1,0.0,0.4,0.4,0.1
v318,0.7,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.7
v319,0.6,0.6,0.0,0.6,0.6,0.6,0.8,0.6,0.6
v320,0.7,0.5,0.1,0.5,0.5,0.4,0.5,0.5,0.5
v321,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.5
v322,1.0,0.4,1.0,0.5,0.2,0.3,0.5,0.2,0.4
v323,0.5,0.8,0.1,0.5,0.6,0.6,0.5,0.5,0.5
v324,0.4,0.9,0.9,,0.3,0.0,0.1,0.3,0.4
v325,0.2,,0.5,0.2,0.5,0.5,0.2,0.8,0.0
v326,0.4,0.9,0.0,0.1,0.3,0.1,0.6,0.4,0.2
v327,0.0,0.6,0.8,0.0,0.5,0.2,0.5,0.5,0.0
v328,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v329,0.4,0.7,1.0,0.4,0.3,0.1,0.5,0.4,0.4
v330,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v331,1.0,0.2,0.4,0.5,0.1,0.2,0.4,0.4,0.2
v332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
v333,0.4,0.8,0.1,0.5,0.5,0.4,0.5,0.5,0.2
v334,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v335,0.7,0.6,0.3,0.7,0.7,0.4,0.6,0.5,0.4
v336,0.0,0.5,0.6,0.3,0.0,0.1,0.5,0.3,0.0
v337,0.5,0.5,1.0,0.5,0.5,0.2,0.7,0.5,0.3
v338,0.7,0.8,0.3,0.5,0.5,0.5,0.5,0.5,0.4
v339,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3
v340,0.8,0.4,0.6,0.9,0.2,0.2,0.4,0.7,0.7
v341,0.9,0.3,0.1,0.6,0.1,0.3,0.2,0.4,0.5
v342,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
v343,0.8,0.6,0.6,0.6,0.4,0.5,0.6,0.5,0.6
v344,0.6,0.8,0.6,0.6,0.8,0.6,0.7,0.6,0.6
v345,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v346,0.2,0.4,0.4,,,,,0.4,0.3
v347,0.5,0.8,0.1,0.6,0.6,0.6,0.5,0.5,0.5
v348,0.4,0.4,0.6,0.5,0.6,0.6,0.5,0.5,0.2
v349,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v350,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v351,0.2,0.7,0.2,0.5,0.6,0.6,,0.1,0.2
v352,0.4,0.4,0.6,0.5,0.4,0.2,0.4,0.9,0.2
v353,0.2,0.9,0.5,0.3,1.0,0.5,0.2,0.5,0.1
v354,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.0
v355,0.4,0.6,0.0,0.4,0.6,0.2,0.6,0.5,0.5
v356,0.8,0.6,0.6,0.5,0.4,0.5,0.4,0.5,0.6
v357,0.6,0.7,1.0,0.5,0.4,0.6,0.2,0.5,0.0
v358,0.3,0.8,0.0,0.3,0.5,0.3,0.5,0.6,0.3
v359,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v360,0.9,0.7,0.7,0.9,0.4,0.4,0.6,0.3,0.0
v361,0.7,0.6,0.8,0.7,0.5,0.1,0.3,0.1,0.2
v362,0.4,0.7,0.2,0.5,0.5,0.5,0.5,0.5,0.4
v363,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
