"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G"
"25030",5,6,6,4,4,6,5
"25031",7,6,3,8,3,5,4
"25032",6,5,6,2,7,6,5
"25033",4,5,4,1,3,5,2
"25034",3,8,8,1,4,6,5
"25035",6,9,8,5,7,5,5
"25036",6,2,0,7,0,0,2
"25037",2,8,6,2,4,8,7
"25038",7,8,4,6,7,7,6
"25039",0,8,4,3,2,3,6
"25040",5,4,3,3,3,4,0
"25041",7,4,0,6,2,5,3
"25042",3,6,7,1,6,6,5
"25044",6,4,5,0,10,5,5
"25045",10,8,6,0,6,6,0
"25046",1,7,8,2,4,5,6
"25047",0,8,9,6,7,6,0
"25048",5,7,5,4,5,6,6
"25049",0,7,8,0,7,7,0
"25050",1,6,5,1,3,4,3
"25051",8,3,0,3,6,5,3
"25052",3,7,5,0,6,4,6
"25053",8,3,1,7,0,0,0
"25054",8,4,2,6,6,5,2
"25055",10,6,0,5,6,7,0
"25056",4,6,4,3,5,3,7
"25057",6,3,0,8,4,5,4
"25058",8,3,4,5,5,4,3
"25059",6,7,0,7,4,2,0
"25060",1,7,5,2,0,5,10
"25061",2,8,7,2,5,6,5
"25062",1,6,7,1,3,3,7
"25063",8,5,3,6,8,7,6
"25064",0,1,2,4,4,3,1
"25065",3,7,4,3,3,5,8
"25067",7,6,3,6,7,5,4
"25068",10,8,0,7,4,5,3
"25075",3,2,1,4,0,0,1
"25076",6,3,4,4,7,5,4
"25077",3,4,5,3,5,6,6
"25079",5,9,6,0,7,10,5
"25080",9,9,3,5,8,6,9
"25081",0,5,0,0,0,0,0
"25082",1,6,7,0,4,6,1
"25083",6,5,3,4,1,2,2
"25084",4,2,2,2,5,4,0
"25085",6,3,4,5,5,5,3
"25087",5,7,7,2,7,6,3
"25088",5,6,5,5,6,6,5
"25089",0,8,10,0,3,6,2
"25090",0,6,4,0,4,7,3
"25091",7,4,2,7,4,5,4
"25093",0,0,0,0,0,0,0
"25094",8,3,0,8,7,5,2
"25095",7,7,5,5,9,7,2
"25096",2,8,5,4,3,4,5
"25097",7,3,0,4,1,5,1
"25098",3,8,5,2,3,5,8
"25100",8,4,2,6,2,2,2
"25102",7,5,1,1,5,5,3
"25103",1,10,6,0,4,7,7
"25104",2,6,2,1,3,5,5
"25105",2,10,8,2,6,7,8
"25106",10,6,2,4,7,6,5
"25107",1,9,5,3,0,4,4
"25111",3,8,5,5,0,4,6
"25113",0,0,3,0,0,3,2
"25114",8,6,4,7,6,5,3
"25115",7,5,2,5,7,7,3
"25116",0,6,2,0,5,7,3
"25118",5,6,4,0,8,7,3
"25119",8,5,7,5,5,4,4
"25120",8,3,1,8,7,7,4
"25122",4,7,5,4,5,6,7
"25123",2,8,2,2,2,8,9
"25124",5,7,5,0,1,4,4
"25125",5,5,2,6,4,7,6
"25126",4,6,5,4,3,4,3
"25127",1,7,3,0,3,7,8
"25128",7,3,0,6,5,5,2
"25129",2,5,8,0,1,6,3
"25131",1,5,1,0,1,1,3
"25133",2,6,3,3,8,6,5
"25134",1,7,0,8,6,7,0
"25135",3,10,9,5,5,8,10
"25136",4,7,7,3,4,7,3
"25137",1,8,10,0,2,5,7
"25139",4,6,6,4,6,5,5
"25140",7,0,2,5,2,0,0
"25141",3,8,2,3,5,5,3
"25142",2,4,0,0,7,5,0
"25143",10,5,0,5,1,2,4
"25144",0,6,8,4,4,6,4
"25145",9,5,3,9,3,5,3
"25146",7,6,2,2,1,4,4
"25147",5,1,1,2,2,2,2
"25149",1,9,5,0,5,8,6
"25151",4,7,8,0,5,8,2
"25152",4,7,7,0,5,8,5
"25153",0,8,8,0,2,0,2
"25154",1,8,7,0,4,6,4
"25156",8,6,6,4,7,7,7
"25157",8,6,3,4,4,4,2
"25158",8,3,1,4,6,5,4
"25159",5,0,0,5,0,2,0
"25160",0,0,1,0,1,0,0
"25161",0,8,5,0,0,5,3
"25162",7,0,0,3,0,0,0
"25163",4,8,9,7,8,9,7
"25164",6,4,0,2,6,6,5
"25165",8,5,1,4,7,5,2
"25166",9,4,0,10,6,6,2
"25167",10,5,0,8,8,7,3
"25168",5,4,5,6,8,7,5
"25169",5,6,2,3,2,5,4
"25171",5,5,5,5,5,5,5
"25172",10,6,4,10,7,7,3
"25173",5,3,0,10,1,1,2
"25174",10,3,3,7,7,7,0
"25175",3,7,5,3,7,7,3
"25176",4,7,4,3,7,7,6
"25177",4,5,5,4,2,6,2
"25178",4,4,8,3,8,10,4
"25179",7,7,1,4,0,0,0
"25180",1,1,2,0,1,1,0
"25181",6,7,5,6,7,8,7
"25184",4,0,0,5,0,0,0
"25185",5,6,5,1,5,5,1
"25186",5,9,5,4,6,6,6
"25187",4,7,1,8,1,1,4
"25189",3,9,8,0,5,9,7
"25190",2,7,6,1,5,7,7
"25191",10,5,0,5,5,2,1
"25192",0,5,6,0,8,9,7
"25193",9,3,1,5,7,7,3
"25194",9,5,0,9,4,2,0
"25195",7,3,0,6,1,2,1
"25196",2,4,4,0,3,4,5
"25197",3,8,8,0,7,8,4
"25198",0,5,0,2,0,6,5
"25200",2,8,7,0,3,7,7
"25201",5,6,8,4,3,7,6
"25202",8,5,0,6,7,7,3
"25203",10,4,0,9,0,0,0
"25204",6,8,0,9,0,4,0
"25205",1,7,2,4,4,8,2
"25206",6,6,5,5,5,6,6
"25207",8,5,3,5,5,7,2
"25208",10,5,0,5,6,8,2
"25211",7,8,3,3,5,10,5
"25212",4,2,1,2,6,4,2
"25213",4,7,6,3,5,7,4
"25214",8,3,0,6,0,4,0
"25215",9,5,6,6,8,7,4
"25216",5,5,5,5,5,5,5
"25217",2,7,2,7,2,2,0
"25218",9,0,0,4,8,6,0
"25220",5,7,6,4,4,7,4
"25222",4,8,0,8,0,0,2
"25223",8,5,2,3,5,3,3
"25225",2,8,7,1,4,5,7
"25226",7,5,6,4,6,8,3
"25227",3,7,3,2,3,8,0
"25228",1,7,4,4,3,5,6
"25229",8,5,0,6,3,6,0
"25231",10,2,0,3,4,3,1
"25233",0,7,8,0,3,7,8
"25234",0,0,0,0,0,0,0
"25235",2,9,8,5,3,5,4
"25236",8,7,3,8,5,7,5
"25237",4,7,6,4,5,6,6
"25239",3,4,7,2,2,7,1
"25240",7,7,4,9,3,6,4
"25241",3,5,2,1,3,6,2
"25242",8,5,2,6,5,4,1
"25243",2,2,3,2,4,2,1
"25244",7,4,4,5,6,5,3
"25245",0,7,8,2,7,7,4
"25246",5,5,1,2,5,5,2
"25247",0,8,6,0,5,7,3
"25248",6,6,8,5,6,7,4
"25250",9,6,0,8,3,5,0
"25251",2,7,4,0,3,6,7
"25252",1,6,6,0,3,5,2
"25253",3,6,5,1,4,5,7
"25254",5,6,0,5,2,4,5
"25256",0,9,8,0,4,8,7
"25257",2,8,5,2,5,6,3
"25258",3,8,6,0,3,5,0
"25259",0,8,8,3,2,5,3
"25261",7,6,3,5,5,5,4
"25262",1,6,8,1,5,6,4
"25264",6,5,3,8,3,7,2
"25265",0,6,4,0,2,4,0
"25266",3,7,3,2,3,5,3
"25267",3,6,6,0,5,7,5
"25268",4,7,6,4,7,6,6
"25269",9,7,0,2,8,8,4
"25270",5,6,7,3,6,6,5
"25271",8,1,3,3,6,1,3
"25272",8,2,5,8,5,6,1
"25273",0,10,10,3,2,8,5
"25274",7,7,5,3,5,5,10
"25275",6,8,6,5,7,5,3
"25276",2,8,5,0,5,8,5
"25278",10,0,0,0,3,0,10
"25279",5,5,4,5,4,4,5
"25280",4,5,5,0,7,8,4
"25281",8,5,1,3,3,6,1
"25282",5,0,8,0,4,7,0
"25283",3,4,6,0,4,5,1
"25285",4,8,6,5,6,6,3
"25286",1,5,6,1,4,6,5
"25287",5,8,5,3,3,5,6
"25288",6,3,2,0,8,7,4
"25289",8,8,0,8,8,8,8
"25290",3,10,5,5,3,5,8
"25291",8,4,1,7,2,2,0
"25294",0,0,0,0,0,0,3
"25295",3,6,6,2,5,7,6
"25296",9,7,0,8,5,5,6
"25297",5,6,3,5,4,4,2
"25298",7,5,4,5,3,4,3
"25299",8,8,4,8,5,6,4
"25300",1,2,0,4,0,0,0
"25301",8,4,0,10,3,3,3
"25302",4,4,3,1,3,3,1
"25303",10,7,0,2,7,8,0
"25304",7,6,1,7,5,4,1
"25305",2,10,8,1,6,7,4
"25306",6,0,0,2,7,7,0
"25308",9,7,2,2,4,6,6
"25309",3,5,5,0,7,7,6
"25310",7,7,2,9,4,5,2
"25311",6,10,2,2,3,4,7
"25312",8,6,1,10,1,2,2
"25314",8,10,5,3,6,7,5
"25316",1,6,3,1,4,5,3
"25318",6,5,1,3,2,8,1
"25319",8,7,3,7,5,7,3
"25320",5,6,0,0,3,5,2
"25321",6,0,0,4,6,5,0
"25322",6,6,6,0,5,6,7
"25323",0,7,9,0,7,9,8
"25325",1,9,7,1,5,8,7
"25326",3,6,0,8,0,6,5
"25327",0,7,6,1,3,5,2
"25328",4,6,7,0,4,5,3
"25329",0,8,7,0,2,9,5
"25330",9,5,0,6,7,4,3
"25332",9,7,0,5,7,6,0
"25333",7,6,7,3,6,5,4
"25334",1,8,4,0,2,6,6
"25335",8,6,5,6,10,7,0
"25336",2,4,6,0,6,6,3
"25337",0,8,8,0,7,10,8
"25338",0,7,4,0,2,5,3
"25339",5,5,5,5,5,5,5
"25340",4,2,0,4,4,0,0
"25341",2,8,9,4,5,8,5
"25342",5,8,1,8,3,4,1
"25344",3,8,8,3,5,7,7
"25345",4,10,7,2,7,5,5
"25346",9,5,0,5,2,3,0
"25347",7,5,9,5,9,7,5
"25348",7,4,5,3,7,6,4
"25349",1,8,8,1,7,7,9
"25350",7,5,0,3,10,4,1
"25352",4,7,6,3,4,8,5
"25353",9,6,4,7,7,7,2
"25356",7,5,5,3,8,5,0
"25358",3,9,8,1,4,6,7
"25359",2,8,8,1,6,7,7
"25360",7,5,2,2,3,5,1
"25362",0,8,5,0,8,5,1
"25363",5,7,5,3,10,7,5
"25364",8,4,1,7,3,2,3
"25365",3,7,7,1,5,3,6
"25366",5,6,5,3,2,2,3
"25367",4,4,5,0,4,5,4
"25368",7,3,0,6,7,5,5
"25369",7,3,2,2,8,6,2
"25370",3,8,1,0,5,7,3
"25371",7,5,2,7,7,7,5
"25372",8,7,5,6,5,6,2
"25373",4,5,5,8,1,1,5
"25374",3,4,4,4,5,5,3
"25375",6,5,2,0,5,7,4
"25376",3,2,2,2,4,6,3
"25377",1,7,10,1,5,8,3
"25378",4,8,2,1,5,3,3
"25379",4,7,2,5,7,8,2
"25380",4,8,7,2,7,8,4
"25381",2,5,4,0,4,4,3
"25382",3,4,2,4,0,0,3
"25383",5,5,5,5,2,4,2
"25385",2,10,5,3,2,5,7
"25386",2,7,4,1,3,5,3
"25387",10,3,1,7,5,5,3
"25388",7,7,7,7,7,7,7
"25389",7,0,0,4,0,0,0
"25391",10,0,0,2,0,8,0
"25392",8,5,2,5,8,6,0
"25393",1,3,6,1,1,1,6
"25394",5,4,2,5,5,5,1
"25395",6,6,4,2,9,8,4
"25397",6,8,7,0,5,5,7
"25398",0,5,2,7,2,10,5
"25399",8,0,0,5,5,3,0
"25401",0,0,0,0,0,0,0
"25402",0,4,8,0,1,4,4
"25403",9,6,1,7,5,4,3
"25404",7,6,3,5,5,5,5
"25405",4,6,2,2,4,4,3
"25407",5,5,4,5,5,5,0
"25408",3,5,4,0,5,8,3
"25409",3,7,2,7,0,2,5
"25410",8,3,0,6,0,3,0
"25411",8,2,2,7,6,6,2
"25414",6,6,6,4,9,8,5
"25415",8,6,1,7,3,3,3
"25418",0,6,0,0,5,3,0
"25419",5,2,9,0,5,5,2
"25420",10,5,0,10,7,0,0
"25421",7,7,2,0,5,10,4
"25422",1,7,4,1,4,4,4
"25423",0,8,8,1,5,7,6
"25424",2,9,8,1,5,7,4
"25425",5,3,6,5,6,6,4
"25426",1,7,6,0,3,5,6
"25429",3,8,8,1,6,6,5
"25430",5,7,4,2,5,5,2
"25431",2,7,3,3,5,3,3
"25433",7,6,2,9,4,4,2
"25434",3,7,3,3,5,6,8
"25435",5,7,5,1,5,6,5
"25437",0,3,5,0,0,0,0
"25438",5,7,9,2,6,7,6
"25439",7,5,6,2,7,5,3
"25441",3,10,7,0,4,6,4
"25442",9,0,3,8,7,6,2
"25443",1,8,1,3,3,6,8
"25447",5,7,4,8,4,5,4
"25449",1,8,5,3,6,7,8
"25451",6,4,2,5,3,5,4
"25452",5,5,5,5,5,5,5
"25453",3,5,4,8,8,6,2
"25454",5,8,7,1,5,8,8
"25455",6,8,7,4,5,5,5
"25456",1,4,4,3,2,5,3
"25457",5,10,5,4,5,7,6
"25458",0,2,6,2,5,5,2
"25459",0,4,2,0,0,4,0
"25460",0,10,10,0,0,5,7
"25461",8,7,4,0,8,6,4
"25462",5,5,8,1,9,8,3
"25463",2,6,8,0,5,6,5
"25464",2,8,7,6,8,7,10
"25465",0,8,8,0,8,8,2
"25466",3,6,5,5,3,7,3
"25467",4,6,3,8,5,8,4
"25468",5,8,8,3,6,8,9
"25469",1,2,3,0,4,3,2
"25470",0,8,10,0,7,8,8
"25471",5,3,2,7,2,5,0
"25472",4,8,6,0,4,7,5
"25473",3,8,6,2,7,8,4
"25474",0,7,8,0,3,7,8
"25475",8,2,0,6,5,5,0
"25476",5,0,0,5,0,5,5
"25477",6,6,5,5,6,6,5
"25479",6,5,6,5,8,6,3
"25480",7,9,4,6,6,5,5
"25481",4,7,3,5,4,5,6
"25483",2,8,2,5,0,2,3
"25484",7,7,0,5,5,5,5
"25485",3,5,4,0,2,2,6
"25486",5,5,5,5,5,5,5
"25488",8,4,5,5,7,6,4
"25489",6,5,2,3,8,8,3
"25491",5,0,0,6,0,0,0
"25492",1,1,1,1,1,1,1
"25493",3,9,7,2,5,7,8
"25494",0,4,0,1,2,0,0
"25495",0,8,9,1,4,6,5
"25496",4,8,5,3,8,7,5
"25497",8,6,2,8,7,3,6
"25498",8,5,6,0,8,7,0
"25500",4,4,3,2,5,5,3
"25502",2,9,8,0,3,6,4
"25503",7,5,2,8,5,4,0
"25504",7,4,0,1,5,8,1
"25505",5,5,5,1,9,8,3
"25506",7,5,0,9,5,5,6
"25508",7,7,1,5,5,5,0
"25509",5,5,5,2,5,5,2
"25510",7,2,0,1,7,2,1
"25513",8,7,3,8,6,5,5
"25514",1,8,8,1,3,6,4
"25515",9,3,1,5,7,5,2
"25516",0,6,8,0,5,6,3
"25517",1,9,8,0,8,8,1
"25518",2,6,5,2,4,7,2
"25520",0,8,8,0,2,6,7
"25521",3,9,7,1,3,6,8
"25523",8,4,3,5,4,4,2
"25524",1,7,6,3,3,5,3
"25525",7,8,3,8,6,6,7
"25526",5,3,8,10,4,6,5
"25527",8,6,0,6,5,2,2
"25529",7,8,0,1,4,6,2
"25530",7,7,0,7,1,2,1
"25531",3,7,8,4,0,8,4
"25533",6,6,6,4,5,6,3
"25534",5,5,2,4,5,6,5
"25535",3,7,8,1,5,6,5
"25536",3,8,5,2,7,8,7
"25537",8,8,2,3,5,6,3
"25538",1,5,8,1,5,6,5
"25539",6,6,3,6,8,5,2
"25540",1,8,9,4,2,5,6
"25542",6,6,5,3,4,8,5
"25543",5,9,8,0,5,8,8
"25544",3,7,4,1,4,5,4
"25545",5,9,3,2,4,8,5
"25546",0,0,10,0,5,10,2
"25548",2,9,7,4,4,5,7
"25549",3,8,6,4,4,6,6
"25550",5,7,5,3,7,6,4
"25551",1,6,6,1,7,7,3
"25552",3,3,0,5,1,2,0
"25553",2,7,5,4,2,5,5
"25554",5,5,5,5,5,5,5
"25555",5,4,0,5,5,5,2
"25556",9,5,2,4,6,6,4
"25557",8,7,4,4,4,6,3
"25558",0,8,6,3,5,7,5
"25559",1,2,2,10,0,1,0
"25560",0,0,0,0,0,0,0
"25561",4,9,8,0,1,5,8
"25562",5,4,3,5,5,1,1
"25563",6,2,4,7,4,5,2
"25564",0,7,8,0,5,5,2
"25565",3,2,5,3,7,7,1
"25566",7,8,6,10,5,9,3
"25567",5,7,5,3,8,6,4
"25568",9,6,5,3,5,7,1
"25569",3,8,5,3,2,5,6
"25570",6,5,4,4,5,7,3
"25571",8,7,2,7,7,6,5
"25574",5,7,5,2,5,6,3
"25575",4,8,7,2,4,8,6
"25576",0,8,7,2,5,6,9
"25578",7,6,1,8,4,5,1
"25579",5,7,4,5,5,6,5
"25580",0,9,9,0,5,7,7
"25581",10,5,5,10,8,5,5
"25582",3,5,7,1,6,6,8
"25584",4,4,4,4,4,4,4
"25585",3,5,9,0,5,6,6
"25586",3,7,8,1,4,4,5
"25587",1,6,6,0,4,6,4
"25588",7,6,0,7,2,4,4
"25589",7,7,5,3,7,7,5
"25590",4,6,5,5,4,4,2
"25591",1,9,4,2,5,8,5
"25592",2,7,7,0,3,5,1
"25593",9,2,1,6,7,6,3
"25594",9,1,0,4,7,7,4
"25598",6,6,3,5,3,5,4
"25599",0,5,6,7,8,7,6
"25600",8,5,3,6,8,4,3
"25602",2,8,3,4,1,4,2
"25605",5,5,5,5,5,5,5
"25606",0,5,5,0,0,2,4
"25607",8,6,0,6,6,8,2
"25608",9,4,7,0,6,10,4
"25609",6,5,1,1,7,4,3
"25610",8,6,2,6,5,6,2
"25611",4,7,7,2,7,7,2
"25612",5,4,3,1,8,7,2
"25613",6,6,4,5,7,7,3
"25614",7,8,6,2,7,8,3
"25615",6,10,7,0,8,10,2
"25616",4,7,6,3,9,8,5
"25617",4,8,7,8,6,6,6
"25618",10,2,4,7,6,6,1
"25619",2,8,5,0,2,4,8
"25620",0,8,8,0,10,6,0
"25621",7,7,7,4,4,5,5
"25622",0,7,4,0,0,6,9
"25623",0,10,7,5,3,3,5
"25624",8,3,1,4,1,1,0
"25625",2,5,5,1,7,8,5
"25627",9,6,4,3,6,6,3
"25628",3,6,5,1,6,7,7
"25629",9,9,8,10,8,9,8
"25631",8,4,0,7,4,3,3
"25632",3,9,3,2,4,6,5
"25633",5,9,7,3,7,7,7
"25635",8,5,1,10,5,4,1
"25636",3,7,1,5,3,5,1
"25637",6,4,2,2,8,5,4
"25638",5,6,3,5,6,6,2
"25639",1,9,7,5,6,8,8
"25640",10,7,0,6,2,4,2
"25641",9,3,1,6,7,6,4
"25642",5,8,5,3,6,5,5
"25643",6,6,5,6,7,7,5
"25644",9,6,0,7,4,7,1
"25646",4,6,8,5,5,7,3
"25648",8,5,0,7,2,4,2
"25650",0,10,6,4,5,6,6
"25651",0,7,7,0,4,7,4
"25652",6,5,1,7,4,5,1
"25654",7,5,5,7,7,4,2
"25656",1,8,7,1,5,6,4
"25657",0,10,4,0,3,8,5
"25658",3,7,8,3,5,8,5
"25660",6,4,0,4,3,5,1
"25662",6,1,0,2,2,3,1
"25664",4,7,6,3,5,7,5
"25665",0,8,8,5,4,6,9
"25666",6,9,6,6,8,9,7
"25667",5,5,5,5,5,5,5
"25668",10,4,0,8,6,6,3
"25670",4,6,8,0,7,6,4
"25672",8,0,0,5,7,6,0
"25673",4,1,0,7,1,1,1
"25675",0,5,5,2,8,8,4
"25677",4,7,6,2,7,7,3
"25678",6,4,0,6,5,5,5
"25679",7,2,0,5,6,7,0
"25680",0,10,10,0,5,8,5
"25681",9,3,0,7,6,4,0
"25682",1,1,8,0,8,8,3
"25683",7,3,1,5,6,3,5
"25684",7,0,0,10,5,5,0
"25685",8,5,0,2,8,7,2
"25686",0,1,0,0,2,1,2
"25687",4,7,0,0,0,5,8
"25688",0,8,2,0,0,5,0
"25689",0,5,9,5,2,4,6
"25690",5,8,2,2,7,7,2
"25691",0,1,1,0,0,0,1
"25692",3,7,5,0,6,6,8
"25693",3,8,6,6,5,5,5
"25694",5,7,6,6,6,7,4
"25695",0,0,0,0,0,0,0
"25696",7,5,2,7,3,5,5
"25697",0,8,8,3,8,8,8
"25698",7,7,5,4,7,8,1
"25699",10,0,0,5,0,6,0
"25700",3,6,10,1,5,3,1
"25701",6,2,0,4,4,5,2
"25702",7,8,9,5,8,8,7
"25703",0,5,6,0,4,5,4
"25704",4,7,7,0,5,7,5
"25705",7,6,3,7,5,4,4
"25706",9,0,0,5,7,5,0
"25707",5,6,4,0,4,6,5
"25708",5,5,2,0,1,5,1
"25709",7,4,3,5,3,7,3
"25711",8,4,0,6,6,6,1
"25712",3,5,6,2,5,6,4
"25713",5,4,1,1,8,7,3
"25714",3,5,3,3,3,3,4
"25715",7,0,0,5,4,2,0
"25716",4,5,6,0,7,7,5
"25717",7,5,0,3,8,3,0
"25719",7,2,5,4,5,5,3
"25720",8,7,0,4,6,5,0
"25721",8,5,3,6,6,6,5
"25722",5,5,5,5,5,5,5
"25723",1,1,1,1,1,1,1
"25724",5,8,7,6,6,7,5
"25725",8,7,5,9,6,5,2
"25726",9,5,2,6,7,7,5
"25727",0,7,6,2,3,3,4
"25729",5,0,0,7,0,2,0
"25730",2,8,7,5,5,5,7
"25731",6,5,0,8,4,6,2
"25732",0,8,5,0,0,9,6
"25736",2,7,7,0,4,6,5
"25737",9,7,0,4,0,3,2
"25739",5,7,9,0,6,8,3
"25740",6,7,5,1,7,8,6
"25742",0,8,10,0,0,3,3
"25743",5,3,4,4,5,5,3
"25744",1,6,8,1,1,5,4
"25745",7,6,5,3,5,5,4
"25746",7,7,5,5,5,5,5
"25747",4,7,2,3,3,5,5
"25748",2,8,6,1,6,7,8
"25750",7,2,3,2,7,6,5
"25751",2,5,10,2,2,2,2
"25752",5,7,1,4,3,7,8
"25753",7,5,3,4,8,5,2
"25754",7,3,0,2,5,4,3
"25755",0,8,6,0,4,9,3
"25756",0,3,1,0,0,1,0
"25757",4,7,3,4,2,3,6
"25758",7,8,8,4,7,7,7
"25759",6,5,2,8,5,6,3
"25760",0,4,3,1,3,5,4
"25761",6,6,0,0,2,6,3
"25762",8,5,2,4,6,6,4
"25763",0,7,6,0,6,7,5
"25764",7,3,4,3,4,10,1
"25765",7,4,6,3,5,7,3
"25767",7,3,2,2,6,4,3
"25770",0,0,0,0,0,0,0
"25771",7,5,6,3,6,8,5
"25772",9,3,4,5,7,5,1
"25773",5,5,0,8,1,2,3
"25774",10,6,0,7,1,4,7
"25775",8,4,3,5,7,6,2
"25776",9,2,0,8,3,0,1
"25777",0,7,2,2,1,2,1
"25778",2,7,5,0,5,10,1
"25779",3,4,2,0,6,7,5
"25780",8,5,4,5,7,5,5
"25781",8,5,0,6,6,4,4
"25782",6,6,6,8,7,6,5
"25783",0,10,5,0,5,8,8
"25784",2,10,8,3,5,7,7
"25785",4,8,8,3,4,5,6
"25786",1,1,1,10,1,1,1
"25787",7,2,0,4,0,3,5
"25788",2,10,6,2,3,5,6
"25789",0,10,9,0,0,6,8
"25790",0,9,9,0,4,8,5
"25791",2,4,0,7,0,0,5
"25792",7,8,4,6,4,6,1
"25793",6,5,3,7,8,7,4
"25794",7,7,7,3,8,7,6
"25795",2,7,8,2,5,8,6
"25796",2,10,7,0,7,7,10
"25797",3,1,2,1,3,2,0
"25798",5,5,0,6,0,3,0
"25799",8,7,6,5,7,8,5
"25801",5,3,0,3,3,1,1
"25802",2,7,8,2,6,6,6
"25804",8,5,0,8,7,2,5
"25805",10,3,0,8,2,1,1
"25806",10,0,0,7,0,0,5
"25807",10,0,0,5,4,3,0
"25808",4,4,0,4,3,3,4
"25809",7,7,5,3,4,7,3
"25811",7,4,2,2,7,6,4
"25812",0,8,5,0,1,5,0
"25813",5,7,0,3,0,0,0
"25814",2,6,7,6,3,6,1
"25816",7,2,2,6,8,5,2
"25817",8,7,2,8,5,5,2
"25818",4,2,5,5,7,6,6
"25820",0,5,6,2,10,8,7
"25821",8,7,4,8,4,5,4
"25822",6,5,1,6,1,1,0
"25823",3,8,3,0,5,9,4
"25824",6,7,6,4,5,9,9
"25825",10,5,3,5,10,5,0
"25826",0,1,1,0,0,2,1
"25827",7,5,4,3,8,6,6
